id,name,score,title,place,date,verified purch,text,upvotes,language
169,DeVaughn Morgan,5,best system,the United States ,20200428,True,i love wife okay old one i play new one she okay well play one game still use origin everybodi fine,0,english
170,Tammy Yeck,5,satisfi,the United States ,20201209,True,our boy absolut love ps4 satisif purchas it arriv time fashion work great no complaint,0,english
171,No_Name,5,ps4,the United States ,20201112,True,i admit i skeptic purchas use playstat amazon i truli impress consol control work perfect easi locat instal game plenti room download happi child hous,0,english
172,Sydney McBroom,5,alway love playstat,the United States ,20200603,True,had sever month still amaz have dozen game plus movi still work great,0,english
173,carlos flechas,1,it work,the United States ,20180922,True,ps4 damag i turn month ago product still manufactur warranti i would like know answer thank,4,english
174,Ruby,5,ca even hear,the United States ,20200127,True,much better previous ps,1,english
175,Thai,5,great,the United States ,20191216,True,i gave niec he love play,1,english
176,Latricia Matthews,5,a great surpris,the United States ,20200518,True,my kid say love i see good ol time scream shout room this perfect surpris current event follow purchas,0,english
177,Halie Hool,5,great,the United States ,20190526,True,realli nice ps4 i awhil still run perfect lot extra space,1,english
178,Zachary Girardot,5,great packag realli great ps4 slim,the United States ,20200622,True,nice size,1,english
179,Glenn,5,paid use got brand new unopen ps4 1tb slim i complain lol,the United States ,20200518,True,intend get ps4 due shortag i pay bit extra use sinc stock everywher i look much surpris someon must order i got brand new consol even open it one time i actual happi someon made mistak goe without say sinc brand new work flawless,0,english
180,Kay dixon,3,not good qualiti,the United States ,20201021,True,it best freez troubl connect internet take forev download game app but overal i play game connect two player app download eventu,0,english
181,Kindle Customer,5,final enter ps famili,the United States ,20190216,True,after year peer pressur i final cave bought ps4 honest i love way i thought i would it doubl player plus person it lightweight i abl easili carri friend hous i still figur stuff far i complaint,1,english
182,Alejandra,5,sup,the United States ,20201113,True,excelent funcion sup bien,1,spanish
183,Miguel Garces,5,great consol,the United States ,20200412,True,i bought ps4 i gave old one younger sister buy slim 1tb best thing i happi product far,0,english
184,Bethany Baker,5,worth price admiss,the United States ,20200429,True,i thrill year ago got enough money buy ps4 black friday season day serv well still go along additon game got cours year awesom consol,0,english
185,Chris,5,cant lose buy,the United States ,20190705,True,need sold mine 2 year ago couldnt 4 5 game old hd 1tb must i use delet uninstal game play new one great buy,0,english
186,Casey-Jack Kitos-Coppoc,5,ps4,the United States ,20200829,True,so far work great didn realiz game huge buy man extern,0,english
187,Lucy Roldan,1,frustrat,the United States ,20190916,True,pleas buy somewher els i turn kept freez could even go set slow act someth wrong i know,2,english
188,Comfort Eagle,5,fun system,the United States ,20171230,True,easi setup great system game video etc appreci 1tb slim design fit nice con hdmi cabl come cheap i replac video kept drop you think would give decent qualiti expens item,1,english
189,Kristeen Ryan-Long,5,product describ slight exagger price high demand,the United States ,20201221,True,new box advertis but price mark due demand qood qualiti,0,english
190,Philip,2,the control came horribl stick drift,the United States ,20201212,True,basic titl horribl stick drift i thought mayb littl stick drift appar took play cyberpunk 2077 realiz bad stick drift actual i disappoint,0,english
191,Amaya,5,this thing awesom,the United States ,20181124,True,if doubt like i buy worri this thing work normal ps4 would i got say slim design nice want slip backpack go somewher it come cord littl headset though kinda cheap use till get actual one,1,english
192,Amy,5,a good consol long life,the United States ,20181205,True,this actual second playstat 4 i love much i use last one near everi day 4 year start quit,1,english
193,Jose Luis Mendez,4,hour leisur fun,the United States ,20200807,True,what i say lover videogam consol longer know ps4 great,0,english
194,Pinkie Dabney,5,happi game,the United States ,20180911,True,i like playstat it one terabyt memori great save game the thing i like come least one game but arriv pretti earli time i satisfi product,0,english
195,Nathan A.,5,initi boot time issu resolv,the United States ,20190909,True,my first year own devic would almost alway take 10 minut boot show playstat logo screen i entir sure fix perhap firmwar updat part regular system updat other initi issu fantast i issu,0,english
196,Ashley,5,worth everi penni,the United States ,20190926,True,this good consul game super fast load take forev download game save game have problem ps4,0,english
197,Cindy,4,good,the United States ,20190208,True,bought use ps4 work well far issu ive take turn i notic navig menus bit glitch game work use see everyth els work well,0,english
198,Kazuka13,4,a great buy long ship,the United States ,20200420,True,this took longer ship i thought late but come brand new work realli well it late case ship took start ship process buy make sure money card pay pal ship,0,english
199,PLU,5,soni ps4 rock,the United States ,20190227,True,i ps consum number year i never surpris excel qualiti unit i bought one daughter could upgrad latest version ps4,0,english
200,John Babers Jr,5,that work,the United States ,20201122,True,work perfect the control tini littl glitch work great,0,english
201,Miranda Adams,5,packag weird but still work,the United States ,20200420,True,the ps4 came sam club box i expect also fortnit bundl list item inform purchas i least see besid system work great wait use,0,english
202,Amazon Customer,5,perfect,the United States ,20200419,True,gift teen christma love fast time ship even holiday rush,0,english
203,Spangy,5,you get see,the United States ,20190324,True,it well packag though come box item the product came describ has part necessari instal and remot come woth us realli nice overal everyth work look great,0,english
204,Mr. Jones,5,came fast work great,the United States ,20180102,True,no issu thus far work great right box quick plug play set sign right account issu veri pleas,2,english
205,fostermom2008,5,great game,the United States ,20201226,True,gave kid christma they love work great far,0,english
206,Amazon Customer,5,save info system no memori card,the United States ,20190829,True,best game system i ever chargeabl wireless control,1,english
207,Hollie,5,good memori space,the United States ,20190929,True,my sono es pkaystat like tbis alreadi big enuff hard dri e last e buy extra so far good doe overheat,0,english
208,lauren,1,no spiderman game bundl,the United States ,20181225,True,we bought spiderman bundl we receiv spiderman game consol,4,english
209,Bob Jones,4,it wirk fine,the United States ,20190906,True,the product fine my issu go onlin without pay subscript the ps3 didnt pay watch youtub,0,english
210,Monica s,5,brand new work great,the United States ,20200514,True,even covid arriv pretti fast work great issu i littl nervous came way,1,english
211,Sergio,5,great,the United States ,20190603,True,it great consol i use play occasion work relax littl bit the whole experi depend game select final user howev i satisfi purchas i would recommend,0,english
212,pete henderson,5,great product,the United States ,20200301,True,i like everyth i use game movi it run time keep go veri satisfi,0,english
213,Takhallus,2,problemat,the United States ,20200501,True,this one lot technic issu it lemon i would purchas ps consol sourc my ps4 i bought use mom pop game shop older run better reliabl,0,english
214,Mahmoud,1,defect,the United States ,20200705,True,defect bad custom servic,2,english
215,Corinn Dykes,5,love it,the United States ,20181101,True,got product within week turn perfect look brand new use month issu consol even came contact inform seller let know contact issu product defect i found help reassur defiant recommend buy perfect come everyth need get start easi set tv ton storag space,0,english
216,Becky,5,it playstat,the United States ,20181222,True,not much i say playstat i glad i watch stream servic one place i learn i terribl gamer hey i may get better,0,english
217,Jack,5,sleek design,the United States ,20200612,True,our son love design new playstat 4 consol,0,english
218,Marcus,1,softwar issu prevent first setup,the United States ,20180213,True,the ps4 connect control first time set work safe mode noth fix issu cant first time setup 265 buy ps4 new all 3 use one i tri buy would work differ reason,11,english
219,Amazon Customer,1,do buy seller,the United States ,20200507,True,do not buy from this seller go electron store the ps4 work great first hard drive start issu we would reset restor frequent it got slight better year hard drive complet crash check price definit find cheaper hope help,0,english
220,Duncan Corbin,5,great buy,the United States ,20200111,True,the consol work incred well i abl transfer data old ps4 absolut eas,0,english
221,Mirleis,4,system great but issu ds4,the United States ,20191212,True,work fantast kept x button stick like rub shell hard work great asid,0,english
222,Amazon Customer,1,sad time,the United States ,20200519,True,it stop work even 24 hour own,2,english
223,Alina,2,find ps4 target best buy,the United States ,20200828,True,definit use alreadi open product trust,0,english
224,rod copeland,5,work expect,the United States ,20190825,True,work expect,1,english
225,Corrupt Evils,4,pretti good consol,the United States ,20180915,True,pretti good consol i notic consol tend got hot fast good compat mani headset regular ps4s due high qualiti definit insert back requir special adapt use find anyth complain,0,english
226,Amazon Customer,5,ps4 perform great stream onlin,the United States ,20191014,True,devic control deliv great condit perform well i order behalf associ livestream game content youtub twitch report noth gratitud satisfact on behalf mine thank provid great product like busi futur,0,english
227,ERICA SIMMONS,2,this safe drop,the United States ,20191101,True,order left outsid door this left offic if i get home ya respons action,2,english
228,Dr. Juan Infante,5,good design funtion,the United States ,20180111,True,the design playstat slim function stetic 1tb drive give chanc save collect less need eras old game make room new,1,english
229,Helen,5,my nephew surpris absolut love,the United States ,20200111,True,exact nephew want i know much video game sure happi,0,english
230,Julia Goodhope,5,great gift,the United States ,20200416,True,this gift it arriv sever day earli so great surpris,0,english
231,Maggie,3,faulti control,the United States ,20200106,True,the ps4 work order control malfunct when play game control keep go i get warehous item descript said great condit,0,english
232,Spa Mom,4,almost quit,the United States ,20200613,True,like qualiti item good almost new 2 day deliveri great dislik green consol descript said earbud includ not bum,0,english
233,Angela Broach,5,make son happi,the United States ,20200420,True,everyth work fine easi set son much happier trap hous lol,0,english
234,Ravon Bobb,5,game station yes,the United States ,20200306,True,it playstat ton storag i say good fantast price,0,english
235,Amazon Customer,5,function perfect,the United States ,20200418,True,i bought husband he thrill it work perfect came right time,0,english
236,Ernest McInnis,5,replac,the United States ,20210105,True,all daughter want play station 4 taken without permiss,0,english
237,marty montgomery,5,quick deliveri well care damag shipment,the United States ,20201010,True,ps4 slimlin arriv good shape oper perfect,0,english
238,Owen,5,it great heat problem even desk,the United States ,20201129,True,i keep desk i get heat problem i know lot peopl say slim model heat problem i disagre one i got great fan loud never hot touch play,0,english
239,Brandon,4,great consol,the United States ,20190108,True,packag best reciev seal torn bit the packag insid undamag good other everyth okay receiv new i test product next 30day,0,english
240,M. kuban,5,ps4 rock,the United States ,20200323,True,alway love ps4 i replac mine got wet super fast ship thank,0,english
241,Nicole Harris,5,work flawless,the United States ,20181124,True,bought birthday gift 14 year old son he excit snag great deal awesom price 7 month later still work flawless,0,english
242,luishiram51,5,happi purchas,the United States ,20201204,True,amaz work perfect,0,english
243,CatsCatsCats,5,antidepress move,the United States ,20200201,True,now i get play sim 4 day distract crippl depress,0,english
244,Brittaney,4,work,the United States ,20201020,True,consol fine control die within one year use,0,english
245,Shannon M.,5,good deal,the United States ,20200307,True,i bought gift fiance he happi surpris he love it great buy even greater gift,0,english
246,Koen Okhuijzen,5,great consol,the United States ,20191230,True,i love ps4 amaz consol def upgrad ps3 great qualiti worth buy,0,english
247,wbbwku12,5,fast deliveri,the United States ,20191029,True,i mean playstat is realli much say came fast well packag i love,0,english
248,Daniel Jones,5,perfect,the United States ,20200222,True,set easygraph gorgeouspric good enoughworth but buy bundl unless alreadi game,0,english
249,Dontay,5,it good consol need know,the United States ,20180129,True,it good consol need know dont almost half pro get good price ps4,1,english
250,maureen hughes,5,my nephew open yhe box would think,the United States ,20180128,True,my nephew open yhe box would think box spent day pay,2,english
251,Sami7kt,5,happi famili,the United States ,20200721,True,who love new game consol happi gamer household,0,english
252,samdagiant,5,love ps4,the United States ,20181129,True,bought year ago still function perfect had buy 1st generat ps4 start problem would start proper everi time,0,english
253,Joshua Janey,5,perfect deliveri,the United States ,20200125,True,love system way deliv imag show perfect thank amazon deliveri guy,1,english
254,ashley,4,miss mono headset,the United States ,20190214,True,my box littl damag ps4 self great um suppos come,1,english
255,Bill,5,five star,the United States ,20170626,True,advertis issu,4,english
256,Lea Sutherland,5,great buy,the United States ,20190506,True,work great packag well safe had small weird crack first inspect hard notic due great,0,english
257,Abdul,5,great product,the United States ,20200821,True,it year still enjoy,0,english
258,Cori,5,love,the United States ,20200430,True,what i say ps4 who love,0,english
259,Matthew Fartstorm,5,the slim realli slim,the United States ,20200528,True,this ps4 tini i would recommend wait buy ps4 tbh price go drop dramat ps5 horizon i could wait anymor play bloodborn product ship fast arriv exact describ,0,english
260,Kenosa Okafor,5,,the United States ,20200919,True,awesom product,0,english
261,Scot,1,horribl condit,the United States ,20191222,True,playstat cover scratch mark crack top in order disc reader work i start system put cd restart system cd otherwis system read cd extrem poor condit i knew would case i would paid extra coupl dollar brand new one,0,english
262,Carla Brown,3,recommend keep air dust week,the United States ,20180429,True,recommend keep air dust week three week i bought ps4 slim would turn blew turn after read forum found problem mani peopl experi never issu origin ps4,0,english
263,Cristian Lugo,3,control didnt last,the United States ,20190515,True,control analog stick start drift within 3 day use ps4 good ps4 block without control,0,english
264,Alice,2,it 500gb,the United States ,20190319,True,i realiz ps4 500gb i download thing it made check storag i saw 500gb guy u buy ps4 check storag,0,english
265,Mancha,5,good,the United States ,20200821,True,got gift love work great,0,english
266,Stephanie r.,5,love,the United States ,20200401,True,my kid love new ps4 thank uuuuu,0,english
267,Prime Customer,1,not describ scam,the United States ,20200814,True,this order wast money item origin manufactur packag brown flat box playstat insert would come unit pack inform descript dissatisfi order look full refund,0,english
268,Kirk Fernandes,5,amaz workmanship,the United States ,20190928,True,amaz qualiti workmanship good price compar similar item list market,0,english
269,Amazon Customer,5,exelent product,the United States ,20190415,True,tiemp entreg excelent,2,spanish
270,fabricio,2,scratch,the United States ,20180118,True,ps4 work lot scratch supos perfect condit,2,english
271,Chris,1,die two week,the United States ,20200728,True,die short receiv i bought new charger fix problem,1,english
272,bdothucke,3,miss item,the United States ,20190123,True,product come spider man game includ it seem remov packag disappoint christma morn playstat work fine upon contact problem i told i would reimburs 10 help much toward 60 game suppos includ mention child excit turn bum game includ open gift,0,english
273,Michael S.,1,bewar,the United States ,20190131,True,defect item wo stay minut they let go without test clear,1,english
274,Mark M.,5,great game consol,the United States ,20190512,True,work expect,1,english
275,Hugh Jazzole,5,ps4 ca lose,the United States ,20200501,True,best consol exclus great game ca lose you love,0,english
276,Eugenia Jabkowski,5,it pretti lit,the United States ,20190212,True,it great the main reason i got horizon zero dawn detroit befor human i also got fallout 76 i play friend ps4 appar i could add unless i ps4 game it work great far,1,english
277,Willy R.,5,ps4,the United States ,20200417,True,yes thank ps4 best game consol,0,english
278,Wayne Jackson II,5,perfect review give enough credit,the United States ,20200811,True,perfect everyth work great concern review realiz quick ps4 perfect i wait week leav review alreadi spent 50 hour game run smooth quiet 11 game hard drive 200gb remain,0,english
279,a customer,5,five star,the United States ,20180319,True,this given grandson christma he thrill,2,english
280,Keith,5,excel,the United States ,20201001,True,excel,0,english
281,A. J.,5,fantast,the United States ,20190907,True,came exact describ deliv time veri happi purchas high recommend,0,english
282,Lina Pérez,5,un buen regal,the United States ,20200625,True,deb ten dos control ofert adicional,0,spanish
283,Marty,5,love fact slim doesnt open,the United States ,20180117,True,love fact slim doesnt open put disk it 1tb lot space game wish control price werent much money,1,english
284,Steven Dwyer,5,love playstat 4,the United States ,20190313,True,i love system i glad i bought i wish i bought sooner i love game they time consum though,0,english
285,Nancy K Clark,5,great stuff,the United States ,20190513,True,love ps4,1,english
286,Amazon Customer,5,great,the United States ,20200929,True,son love,0,english
287,Andy59,1,promis new got dusti dead unit,the United States ,20200827,True,promis new unit instead got dusti unit obvious use went plug complet dead non function,0,english
288,Amelia,5,,the United States ,20200731,True,thank great,0,english
289,Joshua J.,3,not exact i expect,the United States ,20190630,True,these came non store box like white box we bought 2 one boy bday present wish would specif said go come store packag also 3 month later one black remot 2 button quit work,0,english
290,David,4,appar slim known crash,the United States ,20191201,True,hard drive crash system updat i got year,0,english
291,Roy B,1,control work alreadi,the United States ,20200507,True,control last 6 month work,0,english
292,The_Frenchman,5,solid unit,the United States ,20180626,True,i origin xbox 8 year switch unit wife want play crash bandicoot if take care unit last soni make softwar obsolet,0,english
293,Hannah Rodriguez,5,perfect,the United States ,20190321,True,this product perfect i pretti much got play the last us black op zombi multiplay i ps4 i definit go buy game i love consol control favorit control i play not mention everyth ps4 look cool,0,english
294,Medina.E,5,as say descript,the United States ,20200624,True,the ps4 slim 1tb work pretti well problem use everday leav rest mode i come blank box dont expect nice ps box sinc factori issu i forgot descript said sinc bought back,0,english
295,AMC,5,great buy,the United States ,20190328,True,had want awhil final cough money get one it came fast perfect condit,0,english
296,Lori,5,bought gift,the United States ,20200702,True,bought gift,0,english
297,shannon a.,5,good valu,the United States ,20200129,True,great price xbox want get ps4,0,english
298,sunny mccoy,5,qualiti product,the United States ,20191231,True,3rd one i bought grandchildren veri qualiti product,0,english
299,memaw4pjb,5,great deal 100 love,the United States ,20180104,True,this son present he love thank much,2,english
300,Timmothy d saviers,1,disappoint,the United States ,20200527,True,had 7 day broken like wtf i think play station bad old 360 i go wait anoth 20 minut tri i send back hope work know i would buy ps5 come know build,0,english
301,Matthew Ockler,5,ship quick consol work great,the United States ,20200605,True,deliveri week sooner expect great consol work like was skeptic buy onlin rather store mindset chang great experi,0,english
302,dusty,5,this come three game,the United States ,20200216,True,ok i bought think i would get playstat instead i got three game playstat so uh thank great product overal,0,english
303,Customer,5,great product,the United States ,20200331,True,work great seller contact insur deliveri,0,english
304,Shaun Anderson,5,as describ,the United States ,20200625,True,as describ,0,english
305,Taylor Hayes,5,great deal still work day,the United States ,20210115,True,great deal slim 1tb playstat 4 consol work great still run perfect,0,english
306,shawn,5,nice,the United States ,20190411,True,i play everi day collect game i like tycoon game i collect,0,english
307,Brendan Calvert,5,great job soni,the United States ,20190113,True,best consol market hand featur unit make worth soni also give huge librari game fun pair new vr system amaz experi,0,english
308,Kaylee Villa,5,i love,the United States ,20190625,True,so much space i red dead redempt ii like 5 game say haft way full my money well spent,1,english
309,Carmen V. Ventura,5,use,the United States ,20191105,True,kid,1,english
310,Ian A. Nagy,5,i mean,the United States ,20200131,True,it great platform play game music let fun so hell yeah,0,english
311,Paul Manning IV,5,great buy,the United States ,20200202,True,great buy came perfect condit amaz storag soni amaz compani,0,english
312,Anthony,5,phenomen devic,the United States ,20191226,True,work great no issu ship fast arriv time,0,english
313,cynthia,5,awesom,the United States ,20200720,True,great,0,english
314,shaira,5,worth,the United States ,20210114,True,just like describ and super fast deliveri,0,english
315,Dixieldy12,5,great game system,the United States ,20191227,True,my 9 year old love play dvds,0,english
316,L. Nathaniel Hall,5,quick easi painless,the United States ,20191121,True,perfect profession i happi camper ps4 order friday receiv sunday the condit new ps4 flawless experi phenomen need spare ps4 dream best softwar ever,0,english
317,Johnny  Bravo,1,it great look amazon wonder receiv,the United States ,20190529,True,it great look amazon wonder receiv even 1t,1,english
318,rtrp2wt1,5,gift,the United States ,20191215,True,i sure like i bought ps4 christma gift given recipi yet will updat later,0,english
319,Javet,5,love,the United States ,20200131,True,love look like brand new much lower ani store,0,english
320,Roy M.,1,die warranti,the United States ,20191102,True,my ps4 die 18 month gentl use has faulti solder joint easili repair appar common not happi soni,1,english
321,Ricardo Tafoya,5,slim design 1terabit storag,the United States ,20200113,True,slim design ton memori plus 3 free game it one best christma present i,0,english
322,Unicorngirl,5,christma joy,the United States ,20171227,True,i purchas husband christma he want one quit time i realli happi i final abl afford omg happi receiv one christma gift,0,english
323,Will & Samantha,5,best purchas game collect continu,the United States ,20170824,True,1000 gb prime machin love sound good play smoother standard ps4 ps4 pro want show amaz power slim next best thing high recommend,4,english
324,Connie,5,playstat,the United States ,20200427,True,my husband love,0,english
325,Cassandra McCain,5,love,the United States ,20190410,True,switch xbox playstat i actual notic less lag better game play qualiti especi onlin play,0,english
326,michele fradella,5,great price,the United States ,20200114,True,the playstat 4 gift son price great deliveri came time great price,0,english
327,Cathy,5,awesom seller,the United States ,20201019,True,as expect,0,english
328,charlemagne,5,ps4,the United States ,20190112,True,watch tv get interweb oh yeah play latest game you miss laptop unless homework,0,english
329,Amazon Customer,1,control mal calid,the United States ,20200415,True,el playstation lleg 14 marz 2020 15 abril control sirv lo pus carg qued luz encend apag playstation puls boton ps usarl respond no pued utiliz maquin jug pues control respond,0,spanish
330,Jonathan Stein,5,exact i order,the United States ,20200424,True,the seller deliv exact i order answer inquiri prompt even though code seem expir download code work,1,english
331,Juan Pablo Gonzalez,1,ps4 brand new factori failur frustrat,the United States ,20191105,True,aw i could get consol run game it shut unexpect i follow recommend solut none work i call soni get repair servic aw experi i would never buy anoth item soni decis my 10 yrs old son accept claim wait say,0,english
332,Christopher #51 Theus,5,it play time,the United States ,20200807,True,playstat top shelf,0,english
333,larry holt,5,good product,the United States ,20200127,True,great got gift granddaught,1,english
334,Ebony Sterdivant,5,amaz condit,the United States ,20200414,True,amaz system new includ download god war limit edit horizon game would order seller,0,english
335,Dante Alighieri,3,like slim design control,the United States ,20180517,True,like slim design control system great deal difficulti stream tv movi content disappoint not i expect 1 terabyt,0,english
336,Gerald micheal,1,don know,the United States ,20190813,True,the hdmi stop work i bring fix center ic chip,2,english
337,Keith Palmer Jr,5,love,the United States ,20191107,True,i want brand new playstat 4 exact i got no less,0,english
338,William Hearn,5,everi child need one,the United States ,20181026,True,bought one son buy second daughter could play togeth game onlin,0,english
339,AgentRusco,5,great,the United States ,20190118,True,best decis 2018 my holiday gift it amaz the control much comfort ps3,0,english
340,Amazon Customer,5,the perfect game system,the United States ,20171223,True,soni put togeth great consol i like system built around game function sprinkl i love new game function share music insid multiplay map my wife watch netflix prime hbo consol explain word function navig menu,1,english
341,tony,5,i like,the United States ,20190619,True,it smooth i want one got one one daughter,0,english
342,Clifton L. Collins,5,my ps4,the United States ,20191225,True,absolut love i finish day gone and play madden great fun,0,english
343,Dbell42,5,good consol,the United States ,20190814,True,not big playstat player i enjoy use consol,0,english
344,Amazon Customer,5,good,the United States ,20200617,True,my son love seem work fine month everyth work good,0,english
345,Amazon Customer,5,my son love,the United States ,20180203,True,i son must think world live us call everi day first time call sinc deliv last week one complaint one absolut love,0,english
346,Aramis David Ramirez,5,great consol,the United States ,20191110,True,had buy anoth ps4 previous one stop work but amaz consol either way,0,english
347,RONAL BONILLA,5,veri good product,the United States ,20200730,True,excel,0,english
348,CMack,5,time all part,the United States ,20190127,True,all attach separ box note buyer don take advic 11 year old part miss,0,english
349,ColdAsTheRockies,5,is obvious thing awesom,the United States ,20191116,True,as playstat fan i alreadi knew i would love thing now go outsid next 8 month,0,english
350,Ronald L. Voss,5,work ok,the United States ,20200322,True,work advertis,0,english
351,Megan M.,5,great,the United States ,20190529,True,bought gift boyfriend love we issu consol,0,english
352,Mayra,5,you regret,the United States ,20171218,True,love arriv perfect condit advertis we could wait christma sister i alreadi start wii work anymor quit sure get end love ps4 found great game like,2,english
353,sherry davis,5,great featur,the United States ,20190831,True,i like better one i bought charg stand plan buy virtual realiti unit fit it charg everyth keep unit cool,0,english
354,dericka burris,4,came quick work fine,the United States ,20200817,True,like fast deliveri was littl worri use came side seller but work fine came part my autist 8 year old son entertain hour time,0,english
355,Christina Doran,5,work great,the United States ,20191009,True,order second ps4 definit like slim version better no issu ship packag good,0,english
357,jphnnyneedles,1,miss everyth,the United States ,20191229,True,no control power cord hdmi cabl,0,english
358,Kellie Schmidt,5,great product,the United States ,20200106,True,awesom seller product came describ i see control first seller go send one right away found absolut busi seller,0,english
359,SPMcG,5,qualiti product insid,the United States ,20200105,True,nice system,0,english
360,sasha,1,not worth money i spent,the United States ,20190326,True,came control cord,3,english
361,Joshua Begley,5,work great,the United States ,20190530,True,it took final break get ps4 i glad i the game super fun system quit intuit it also make solid player veri happi purchas,1,english
362,Christina,5,it ps4,the United States ,20200507,True,work great doe exact ps4 lol run perfect happi,0,english
363,Rhiannon Panzino,4,no issu paddl,the United States ,20200115,True,work fine paddl seem die quit often,0,english
364,Franny,5,work perfect,the United States ,20181218,True,had ps4 year i bought last black friday still work perfect fine i playstat fan i appreci consol anyth crazi happen sinc i take good care consol,0,english
365,Randy C.,5,great price,the United States ,20181130,True,cant beat price 1 tb,1,english
366,Habu,3,found better price,the United States ,20201226,True,found better price,0,english
367,Gerardo Sandoval,5,great consol,the United States ,20191125,True,i shoulda wait til black friday cyber monday oh well,0,english
368,alexander,5,perfect,the United States ,20190420,True,perfect,1,spanish
369,Alyda Richardson,5,great,the United States ,20200302,True,grandson love,0,english
370,Josh,4,need ssd,the United States ,20191125,True,good get ssd better load time,0,english
371,Kayla Rebel 💋,5,no complaint,the United States ,20190326,True,of cours son love it run fast use stream servic well great altern cabl tv,0,english
372,josh m.,5,exact describ,the United States ,20190529,True,my wife got christma gift i blown away it amaz,0,english
373,Cliente de Amazon,1,product defectus,the United States ,20191119,True,mal servici mes compr cabl hdmi dañ di much import ser simpl cabl lueg mand ps4 apag nunc volv encend y hac respons articul calid supuest fall tan rap muy mal servici client men part mia,0,spanish
374,Amazon Customer,5,veri happi,the United States ,20200812,True,work perfect,0,english
375,Phantom,5,trust,the United States ,20191122,True,work perfect month play came fresh box everyth i need,0,english
376,Superbeast1070,5,still enjoy it,the United States ,20190713,True,perfect addit hous i work well,0,english
377,Lauren C,5,i love ps4,the United States ,20200403,True,love so happi i final splurg,0,english
378,Eula  Booker,1,like noth,the United States ,20200102,True,broken awar part,0,english
379,Danny travis ,1,were packag,the United States ,20190225,True,no ps4 apart yet,3,english
380,Cliente de Amazon,5,exelent servici,the United States ,20200713,True,mil graci lleg perfect condicion empac bien,0,spanish
381,Missy,5,amaz,the United States ,20190615,True,i hesit buy discontinu fantast,0,english
382,Tiana Clarkson,5,perfect gift,the United States ,20191211,True,want surpris boyfriend stress week this perfect gift bought extra control game well the slim style consol fit perfect littl home well,0,english
383,Linh May,1,buy warranti,the United States ,20200613,True,i product year suffer catastroph hdd failur soni unwil replac system,1,english
384,Ms Nisey,5,great buy,the United States ,20181227,True,my 8 year old want abl play brother he love switch playstat the xbox the slim take less space,0,english
385,"Allen Tiffany, author of Youth In Asia, a Vietnam War novella",5,kid happi dad mom happi,the United States ,20191002,True,kid love easi set use,0,english
386,"Happywife, happyhusband",5,playstat 4 slim 1tb consol,the United States ,20190415,True,purchas playstat vr everyth work well box good product,0,english
387,Beth,5,great replac,the United States ,20190327,True,my son ps4 surviv recent movethi unit nice enjoy,0,english
388,Rhude,5,good recommend buy find,the United States ,20180608,True,good recommend buy find sale amazon,1,english
389,Ray,5,awesom,the United States ,20171223,True,well packag fast deliveri i would review playstat know it awesom,1,english
390,Sinaura,5,five star,the United States ,20180628,True,it nintendo switch still amaaaaz system,1,english
391,Sarah Howard,5,love,the United States ,20200805,True,work great,0,english
392,yarelis barrios,5,buen,the United States ,20200806,True,recom,0,spanish
393,Thomas P. Feagins,5,so far good,the United States ,20190404,True,so far good we love ps4 get second consol daughter room,0,english
394,Wendi Ballew,5,i love ps4,the United States ,20180504,True,it great system good price easi set easi use it come one control usb cord charg headphon game,0,english
395,Rebeca Rojas,1,simon freez,the United States ,20200605,True,refurbish ps4 slim 1 tb freez within 15 minut use tube applic 10 minut download game,1,english
396,Amazon Customer,5,work well,the United States ,20190301,True,just i look it work great i like game i play unit,0,english
397,"It's a great game, different experience but still entertaining. Good job Imangi, you make good stuff.",5,work advertis,the United States ,20210119,True,well playstat i use playstat it came good packag good shape quick price alright whatev improv older model,0,english
398,FieldCoast,5,thumb,the United States ,20180923,True,everyth arriv expect although deliveri driver drop wrong address thank neighbor brought all work order,0,english
399,Donna Raphael,5,great price unit perfect condit,the United States ,20191005,True,fast ship good new excel seller,0,english
400,Josh,5,the best best,the United States ,20210116,True,onli issu i enough storag memori,0,english
401,Logan A.,5,work,the United States ,20180516,True,got husband love it week part live run great problem 6 month,0,english
402,Danielle N Worley,5,great,the United States ,20210111,True,it great work good fast deliveri,0,english
403,Amazon Customer,5,he happi product,the United States ,20180728,True,the ps4 arriv time i order new son inspect new replac old one he happi product,0,english
404,Amazon Customer,5,truli like down fall skype,the United States ,20170810,True,this beat thing ever truli like down fall skype away communic control person press bottom,3,english
405,top soldier,5,second one work,the United States ,20171217,True,first one took dump right probabl damag ship one work fine,1,english
406,Brandi Nicole Hall,5,happi child,the United States ,20200105,True,my daughter absolut shock open christma thank,0,english
407,roberto m.,4,lot updat good,the United States ,20190322,True,lot updat live area slow internet spend good day updat play anyth,0,english
408,Nathan Beachler,5,pure fun,the United States ,20200201,True,love ps4 work perfect easi set can add app like disney plus kid,0,english
409,Vox,5,great consol,the United States ,20190513,True,if interest ps4 4k tv make use ps4 pro like,1,english
410,Michael Williams,5,better ps3,the United States ,20180307,True,it ps4 better ps3 if rest mode user sure fulli turn week,1,english
411,AmariRox,5,ps4,the United States ,20200708,True,noth negat say ps4 i xbox person,0,english
412,Edward Bustamante,5,5,the United States ,20190523,True,5,1,chinese (simplified)
