username,datetime,tweet_text,retweeted_text,likes,retweets,comments
Niels Christian Nielsen,2020-11-23T19:53:33.000Z,Can anybody help me get a PlayStation five for my brothers retail price? I’d be willing to do just about anything. #PS5 #PlayStation #Sony #ps5restock #ps5stock @Wario64 @PS5StockAlerts @PlayStation @Verizon @botmrt @ThatPreOrderBot @TheSiteSupply @AskPlayStation @BestBuy,,0,0,0
Mai-Po Wan,2020-11-23T19:48:55.000Z,"PlayStation through the generations! Over 25 years of memories and pure gaming joy, I’m so pleased I kept them all #PlayStation #PlayStation5 #gaming @PlayStation @PlayStationEU @PlayStationUK @Sony",,10,2,3
Crypto hour,2020-11-23T19:40:46.000Z,If anyone bought the #PlayStation in 09 with cashing out of #btc. It is now standing them a cool $7.7 million dollars Moral of story. Don’t put your money into the #PlayStation5 buy bitcoin with it and wait....,,1,1,1
JCWGRAFFITI,2020-11-23T19:35:43.000Z,@PlayStation Ray tracing in Marvel’s Spider-Man Remastered #spidermanps5 #spidermanremastered #ps5 #ps4 #spidermanps4 #playstation #spidey #videogames #games #gamer #gaming,,6,1,0
Benny Lava,2020-11-23T19:27:37.000Z,The #PlayStation5 online orders have a similar path and it’s only a matter of time until Best Buy get cancelled #ps5restock #ps5 #PlayStation #ps5fail #ps5memes,,1,0,0
✎ iSlapHoes2Sleep,2020-11-23T19:24:28.000Z,"Xbox is for little ass kids bro y’all know the real ones on #PlayStation5 #PlayStation , this isn’t up for debate",,0,0,0
Unclequan_thegamer,2020-11-23T19:18:55.000Z,Let go Miles #SpiderManPS5 #MilesMorales #MilesMoralesPS5 #PlayStation5 #ps5 #PlayStation #gaming #photooftheday #gamingcommunity @PlayStation @insomniacgames @Marvel,,0,0,0
Photomode of Tsushima,2020-11-23T18:51:57.000Z,Baku the Voiceless Game: #GhostofTsushima Dev: @SuckerPunchProd #photomode #Gametography #VGPUnite #virtualphotography #gaming #playstation #ps4 #TheCapturedCollective #gamergram #ThePhotoMode #shareoftheweek #goty #legends #vpcontext #vpcgotlegends,,19,4,0
Katie_K,2020-11-23T18:47:37.000Z,Tonight with Astros Playroom #gaming #ps5 #gamer #playstation,,6,0,1
PS5 Web - Deals / Giveaways / Stock Updates / News,2020-11-23T18:44:52.000Z,Just going for a swim.. #PlayStation5 #PS5 #PlayStation #PS5deals #ps5restock #PS5Launch #ps5stock #PS5Updates #ps5amazon #BlackFriday2020 #BlackFridayDeals #BlackFriday #MilesMoralesPS5,,2,0,0
iℕFiℕiTϒツ,2020-11-23T18:33:29.000Z,"dude, I can't find playstation 5 anywhere #PlayStation5 #PlayStation",,2,0,0
Retro-Cheating :D,2020-11-23T18:31:24.000Z,Dead or Alive 5 Ultimate Last Round Zack & Ayane Playthrough with no Cheats on the Ps3 :D #DeadorAlive #DeadorAlive5 #DeadorAlive5UltimateLastRound #Playstation #PS3 #Playstation3 #SonyPS3 #Sony,,0,0,0
Shot in Game,2020-11-23T18:30:00.000Z,Time to Rally - Game: #MilesMoralesPS5 Studio: @insomniacgames - #PhotoMode #PlayStation #PlayStation5 #PS5 #VirtualPhotography #TheCapturedCollective #societyofvirtualphotography #ArtisticofSociety #ThePhotoMode #vpgamers #VGPUnite #valortainment #MilesMorales,,44,6,1
Xanith Death,2020-11-23T18:29:49.000Z,"I’m curious as to what games everyone enjoys on the PlayStation. What games, in your opinion, are worth the while to play? Wether it be the regular PlayStation or the PS5. #PlayStation #games #Newbie #Opinion",,0,0,0
mel,2020-11-23T18:29:20.000Z,i’m one trophy away from getting platinum on watch dogs legion bc the paste up/piece de resistance trophy decided to glitch on me pls sort this glitch out soon @UbisoftSupport #playstation #PlayStation5,,2,0,0
Flying Eze,2020-11-23T18:15:01.000Z,"New Final Fantasy VII Remake Screens Feature Cloud, Combat and More #Ps4 #Ffvii #Remake #Final #Fantasy #Vii #Remake #Playstation #Games #Ps4 #Square-enix",,0,0,0
Raw Fury,2020-11-23T18:10:18.000Z,"On a positive note for our #Playstation lovelies out there, GONNER2 is NOW AVAILABLE on PS4! Will your DualShock 4 serve to help you keep your head? Only one way to find out! If you're a PS+ subscriber you can enjoy 20% OFF until November 30th!",,30,6,0
Healthy_Life00,2020-11-23T17:53:45.000Z,Looks like the cat finally got his paws on #ps5 I’m sure the teenagers are going to be jealous of the cat’s gift #PlayStation #searchisover #catchristmas,"Adam MikesellAdam Mikesell@AdamMikesellNov 23, 2020#PS5#PS5 #ps5direct#ps5direct @linuswilson@linuswilson @MikeWilJr@MikeWilJr @AskPlayStation@AskPlayStation @ShowtimePro4@ShowtimePro4 Now what do we do after the PS5 arrives from PlayStation Direct?",0,0,0
Retro-Cheating :D,2020-11-23T17:43:58.000Z,Virtua Fighter 5 Final Showdown Aoi Umenokoji Playthrough with no Cheats on the Ps3 :D #VirtuaFighter #VirtuaFighter5 #VirtuaFighter5FinalShowdown #Playstation #PS3 #Playstation3 #SonyPS3 #Sony,,2,0,0
angela,2020-11-23T17:25:57.000Z,Please bring back usb saving for back ups. I keep getting error messages when i want to upload my saves to the cloud. I already lost all my save data from Dirt 5 due to a console crash. #PlayStation #PlayStation5,,2,1,0
I--FIRE--I ,2020-11-23T17:22:44.000Z,And Good evening #battlefieldfamily #Fireunity and #friends I wish you all a great gaming evening with good games on all platforms #PC #Xbox #Playstation #PS5 and much fun I am back online tomorrow #BCITW #GC #battlefieldfriends #GamersCommunity #DICEFriend,,2,1,1
Banana ZerØ,2020-11-23T16:52:30.000Z,INTRO With No Film Grain On (PS5) | The Last Of Us 2 | 60 FPS | 4K #PlayStation #Cyberpunk2077 #Xbox,,0,1,0
RoBoTiC,2020-11-23T16:48:25.000Z,"Ayo can someone lmk when and where the next ps5 drop is gonna be? Because I need someone to keep me up to speed, this stuff be making my head hurt lmao #PlayStation5 #PlayStation #ps5restock #ps5stock",,0,1,1
PurpleRain02,2020-11-23T16:39:11.000Z,Getting ready for another #gaming session. I'm doing my best to control my potty mouth... #gamergirl #Playstation #PlayStation4 #PS4live,,1,1,1
@LinzSpinz,2020-11-23T16:36:50.000Z,"Doing a bit of market research for a craft project I'm working on, what are current top playstation games? Or your favourite games please! #gaming #ps4 #playstation @Adzie1885 @pornslug69 @SSslots @chipmonkz",,0,0,7
Pedro Relvas,2020-11-23T16:33:34.000Z,Our #AssassinsCreedValhalla review is up! For the #PlayStation #PS5 #PS4 #Xbox #XboxSeriesX #XboxSeriesS and #pcgaming,,0,0,0
Mr_York_,2020-11-23T16:33:21.000Z,Sooo how good of a source is popfindr ? Apparently I have 8 ps5s at a local target #ps5 #playstation,,1,0,1
ᛕคกɗٱ ᛕคץกﻉ,2020-11-23T16:29:35.000Z,"#elderscrollsonline #ESO #PlayStation #PS4 #PS5 The PlayStation servers are back up .. just letting you know, as it seems that @BethesdaSupport are only tweeting out to PC Mac & Xbox now",,0,0,0
Seasoned Gaming,2020-11-23T16:23:43.000Z,"While a larger percentage of console owners than ever are choosing to go digital, PlayStation's policies haven't kept up. In his latest piece, @AgitatedStove provides his thoughts on why Sony needs to make some updates. #PS5 #PlayStation",,19,13,1
Machine Gun Jimmy,2020-11-23T16:16:30.000Z,⁦@MrIvanNazario⁩ and myself are trying to build a clan to get some raids in. If you think that could be you go ahead and take a look. #Destiny2 #destiny #clan #destinyclan #destiny2clan #destiny2raid #ps5 #PlayStation,,1,1,0
Lordanov,2020-11-23T16:09:06.000Z,Is anyone experiencing frame rate issues on BOCW on PS5? I don't know whether its the console or the game. #PlayStation #treyarch #BlackOpsColdWar,,0,0,1
Stew,2020-11-23T16:07:03.000Z,Next Gen: complete #PlayStation #PS5,,3,0,3
Nonstop Nerd,2020-11-23T16:06:41.000Z,"PlayStation Allstars Battle Royale was actually a fun party game, but it could have been so much more. #PlayStation #PS3 #PlayStationAllstarsBattleRoyale #gaming #blog",,0,0,0
PMP Creationz,2020-11-23T16:03:41.000Z,The 3d printed BMF belt came out very clean. It got the majority of the detail which I was really shock about. #ps4 #playstation4 #fight #mma #ufc244 #ufc #videogames #playstation #customconsole #custom #3dprinting #3dprint #crealitycr10spro #3d #3dmodel #ArtistOnTwitter,,1,1,0
Adam Roffel,2020-11-23T15:56:56.000Z,"After years of not being the biggest of #PlayStation fans, the #PS5 has changed my outlook. I think it's definitely the controller. My full #PlayStation5 review below:",,13,4,1
Sneaker_Addicts,2020-11-23T15:53:53.000Z,Is it just me or did your guy’s ps4 start acting up when the ps5 came out? #sony #PS4 #PlayStation,,0,0,0
British Video Game Nerd ,2020-11-23T15:47:58.000Z,How many of you have got a PS5? #gamer #Sony #PlayStation #Playstation5,,1,1,1
TaylorGangGaming YT,2020-11-23T15:46:08.000Z,"I Put in Work to Secure the , No It Shouldn’t Be Ez , If You Want the EZ Route , Buy From A Scalper #BlameTheRetailers @PlayStation @Target @BestBuy @Walmart Now Everyone Stop Crying , This is America! #PlayStation #ps5 #PlayStationTrophy #nextgen Complain About Gentrification!",,0,0,0
Toxic Thomas,2020-11-23T15:43:00.000Z,I'm still playing ps1 games. I have no time for PS5 right now Suikoden II #suikodenII #ps1 #PlayStation #suikoden #playstation5,,0,0,0
Chris Lemmon,2020-11-23T15:41:31.000Z,Absolutely love that @insomniacgames put this in #MilesMoralesPS5 ! #SpiderManMilesMorales #MilesMorales #ps5 #PlayStation #PlayStation5,,0,0,0
One More Level  ,2020-11-23T15:34:53.000Z,Today I got the camera adaptor for PS5. It looks like this. #PS5 #PS4 #PlayStation #PlayStation4 #PlayStation5 #Sony #games #gamers #gaming #videogames,,2,1,1
Caleb Michael,2020-11-23T15:27:38.000Z,I understand the #ps5 and #XboxSeriesS hysteria...but who can agree that there's something uniquely rewarding about sitting down and playing an old school classic. #PacMan #WakaWakaWaka #Funko #PlayStation #Xbox #FunkoFunatic #MyFunkoStory #FunaticOfTheMonth @OriginalFunko,,75,16,13
Ivan Belluccio #ACcosplayItalia ,2020-11-23T15:26:05.000Z,Ellie Artwork from The Last of Us Part II #TheLastOfUsPart2 #Sony #Ellie #ArtWork #4thePlayers #ps4 #ps5 #playstation #NaughtyDog #PlayHasNoLimits,,4,0,0
Michiel Beenen,2020-11-23T15:25:56.000Z,PS5 power! love it #PlayStation #ps5 #sony,,2,0,0
Ayoka Systems,2020-11-23T15:18:48.000Z,Many Twitter accounts are asking #Twitter users to use the hashtag #FreePS5Monday as these accounts claim to be giving one away. #PS5 #PlayStation5 #PlayStation #Sony,,3,3,0
Melanie Santos,2020-11-23T15:16:15.000Z,Are people still getting canceled on kohl’s #ps5 #kohls #PlayStation,,0,0,3
Vivax Solutions,2020-11-23T15:12:20.000Z,Lost in Transition: Missing PlayStation 5 Consoles #PlayStation #PlayStation5 #Amazon,,0,0,0
Computer Crusher ,2020-11-23T15:10:59.000Z,Brandon finds a PlayStation 5! . . . . . . #PS5 #ps #playstation #playstation5 #sony #halo #console #consolegaming #parody #recycle #recycling #ITAD #IT #dentoning,,0,0,0
bu.sultan.Gamer,2020-11-23T15:10:43.000Z,Goodbye #ps4 #sfv #StreetFighter #ps5 #PlayStation,,2,1,0
Jenson Riccardo,2020-11-23T15:10:17.000Z,"#PS5 #PlayStation Available at Walmart 09:00 PM ET on Wed, Nov 25.",,0,1,0
FriendOrFoeGaming,2020-11-23T15:09:00.000Z,Here is some screenshots of Nioh 2. #nioh2 #nioh #nioh2photography #nioh2photomode #playstation #playstation4 #ps4 #game #gamer #gaming #gamingphotography #gamingphotos #nioh2 #japan #japanese #nobunaga #japanhistory #samurai #honor #sword #swordsman #swords #weapons #katana #bow,,0,0,0
Aaron ,2020-11-23T15:06:02.000Z,SIIIIIII!!!!! NEO THE WORLD ENDS WITH YOU PARA SWITCH Y PS4. ¿PUEDES CREERLO @byBeli_ESP? YA TENEMOS SECUELA. GRACIAS @SquareEnixLatam. #TheWorldEndsWithYou #TWEWY #NintendoSwitch #Nintendo #Playstation #PS4 #SquareEnix,,0,0,0
WrOnG ChOnG,2020-11-23T14:52:17.000Z,Meijer is pickup only in the MidWest at 12:01am on 11/27 #ps5stock #ps5 #PlayStation #PlayHasNoLimits #securethebag,"Aaron MotokAaron Motok@AaronMotokNov 23, 2020@StarShardGaming@StarShardGaming Thanks about the Best Buy drop, I tried and didn’t snag one but I appreciate you putting the word out. Looks like meijers in MI is dropping the PS5 at midnight on 11/27 online and on their app. Please share so some of us can beat the bots!",0,0,1
Ranking Member of a Committee,2020-11-23T14:51:46.000Z,Good morning Gamers! Let's crush this week with positivity! Crush your goals and never let anyone stop you from doing you. Enjoy what you got! Play what you love! Don't let the opinions of others to stop you from trying something new! #Xbox #XboxSeries #PlayStation #PS5,,2,0,0
Gamefreakazoidd,2020-11-23T14:46:13.000Z,HEY GUYS I DID IT! I FOUND THE REASON WHY NONE OF US CAN GET THE #ps5 LOOK AT HOW MANY THIS MF GOT! SELLING FOR 1200?! He better succ me off himself for 1200$ lmao. But seriously don’t support the scalpers they’re assholes and ruin it for the rest of us. #PlayStation #scalpers,,5,1,4
Kit Callie  kindness & hope,2020-11-23T14:37:11.000Z,"#FreePS5Monday This is most likely the best chance for most of us to get a ps5 this year, tbh. Why not? Everyone who uses my link helps me & get's access to a link of their own, more or less. #gamers #GamersUnite #PlayStation",,0,0,0
Deku Gil,2020-11-23T14:35:02.000Z,"I want this generation of consoles to revisit some classics like ps5 did for demon souls. I want rdr and fallout 3 remasters and for the xbox conkers bad fur day, banjo kazooie. #Xbox #PlayStation",,0,1,0
CHNO Media @HOME,2020-11-23T14:32:10.000Z,Delhi’s AQI Price of PS-5 #PlayStation #ps5 #playstation5 #gaming #gamer #games #ChnoMedia,,0,0,0
Bang Gaming,2020-11-23T14:27:05.000Z,Sony’s Jim Ryan says making new IPs is ‘very risky’ #Sony #JimRyan #PlayStation #PS5 #PlayStation5,,0,0,0
Mega Dads,2020-11-23T14:21:35.000Z,"It’s a BRAND NEW #PlayStation Mega Bits! Your bite sized wrap up of all the month’s PlayStation news. On this episode we discuss Spider-Man cross save, Black Friday deals, and Adam and Elliott play Overcooked: All You Can Eat Edition! #PS5",,2,1,0
James C Turner Jr ,2020-11-23T14:18:38.000Z,@AskPlayStation where do the add ons to games go on the #Ps5 when you add them library? I can’t find them in there..! Please help! #AskPlayStation #Ps5 #Gamers #PlayStation,,0,0,1
Game1name,2020-11-23T14:11:07.000Z,Guys Botmart is having another ps5 restock. I wish you all luck :D #ps5 #ps5launch #playstation5 #sony #playstation #walmart #microsoft #xbox #xboxone #XboxSeriesS @Outblazzed,,4,3,2
Trip Records,2020-11-23T14:11:07.000Z,"#cyberpunk2077 highly anticipated title released on December 10, hosts among others #ninakraviz (What do you think about it? right choice or not?) Comment below!!!!! #djlife #news #playstation #gameoftheyear #gamerevolution #ps5",,3,0,1
One Up Games ,2020-11-23T14:01:47.000Z,Monday hitting like this? Reward yourself this afternoon with some high quality gaming for the lowest rates around! #PS5 #XboxSeriesX #SeriesX #Xbox #PlayStation #NextGen #Gamer #Videogames,,1,2,0
PS5 Web - Deals / Giveaways / Stock Updates / News,2020-11-23T14:00:00.000Z,"""Your PS5 has shipped."" #PlayStation5 #PS5 #PlayStation #PS5deals #ps5restock #PS5Launch #ps5stock #PS5Updates #ps5amazon #BlackFriday2020 #PS4 #Playstation4 #BlackFridayDeals #BlackFriday",,5,3,0
Empire Tech Podcast,2020-11-23T13:50:41.000Z,Ready to record in the empire studio this weeks show ps5 full review and it’s not good!! #Podcast #Podcasts #Podcasting #ApplePodcast #Spotifypodcast #love #happy #apple #Google #Android #Samsung #Pixel #PS5 #xBox #Microsoft #Tech #AppleEvent #playstation #playstation5,,0,3,0
Bleeding Cool,2020-11-23T13:43:40.000Z,ICYMI: A feature missing from the #PS5's launch will now be added with the latest update. #PlayStation #PlayStation5,,0,1,0
EchoSmoker,2020-11-23T13:40:24.000Z,Dragon God #DemonsSouls #DemonsSoulsPS5 #PlayStation #PlayStation5 #PS5 #PhotoMode #VirtualPhotography #VGPUnite,,69,11,0
𝙎𝙩𝙤𝙧𝙮 𝙗𝙮 𝙊𝙨𝙢𝙤𝙨𝙞𝙨//𝙉𝙤𝙢𝙖𝙙 𝙈𝙖𝙭,2020-11-23T13:30:56.000Z,The GPU Jungle soundtrack hidden lyrics in Astro’s Playroom. A wonderful gift from the folks @playstation Something fun and energizing to do after fiddling with audio connections for 4 hours and a finding a dead end. . . . #playstation #playstation5 #ps5 #astrosplayroom,,0,0,0
Jennie Wheeler,2020-11-23T13:26:32.000Z,"Anyone know how to fix PSVR vs1 l, the power button isn't working. Was fine last time we used it... Contacted @PlayStation they want £175! #psvr #PlayStation5 #PlayStation",,1,2,0
Abdulmaleik,2020-11-23T13:24:59.000Z,Relaxing time... #PlayStation5 #PS5 #game #Xbox #AssassinsCreedValhalla #PlayStation #بلايستيشن5 #الاتحاد #الهلال,,3,1,0
Connor,2020-11-23T13:17:20.000Z,@PlayStation @PlayStationUK @SonyUK @AskPlayStation @PlayStationEU Native 1440p Resolution Support And Option To Change From 60hz To 120hz Please Thank You. #ps5 #PlayStation5 #PlayStation #sony,,3,0,0
Siart,2020-11-23T13:05:57.000Z,My #ps5 arrived today. It certainly lives up to the hype. Wow. #cool #ps5 #playstation #PS5Launch,,1,1,1
42Works,2020-11-23T13:05:00.000Z,#GamingNews: #Sony #PS5 Reportedly Suffering With Frustrating #4K #HDR Bug! via @ForbesTech #PlayStation5 #PlayStation,,0,0,0
Bang Gaming,2020-11-23T13:03:50.000Z,Marvel’s Spider-Man PS4 to PS5 save file transfer now available #Marvel #SpiderMan #Sony #PlayStation #PS4 #PS5 #PlayStation5 #InsomniacGames #SpiderManRemastered,,0,0,0
toorz,2020-11-23T13:01:36.000Z,Just landed #PlayStation #ps5 #PlayStation5,,0,0,0
CR34MY CR4Y0N,2020-11-23T12:46:17.000Z,Word on the street is #lastofuspart2 is getting a free #ps5 upgrade for a 60fps mode... I know I don’t have a ps5 yet but something to look forward to. #playstation #gaming #60fps #upgrades,,2,0,0
LeMont Marshall,2020-11-23T12:41:13.000Z,"Woke up to my #PlayStation5 order being canceled by @Kohls!!! 2 orders, cancelled almost 24 hours apart. #Kohls #Playstation",,1,0,3
harrystark96,2020-11-23T12:29:44.000Z,I plugged my #PS4 back in last night and realized that I have no interest in playing it these days. My decision to go full-#Xbox suits me fine. I'm over #Playstation.,,16,0,5
 Strap_4k ,2020-11-23T12:22:22.000Z,The two sided covers were a dope idea! Loving these two #Playstation #Playstation5 #ps5,,8,1,0
DragonsbroFragZ,2020-11-23T12:19:17.000Z,It's official the PlayStation 5 has sold out across the globe!!! #PlayStation #PlayStation5 #PS5 #Sony,,0,0,0
Dune Haggar Draws,2020-11-23T12:13:49.000Z,Some kinda aqua citadel themed PS5 controller concept... #conceptart #ps5 #controller #playstation @PlayStationAU #gamer,,10,1,2
MollyThePlug,2020-11-23T12:13:18.000Z,I just got one off the truck #ps5 #psnrestock #playstation #nextgen #ps5resell #quicksale #targetps5 #gaming #ps5forsale #ps5preorder #ps5launch #gamer #gaming #playstationdirect #BJs #2k21 #ACValhalla #CallOfDutyBlackOpsColdWar Contact me now (667) 284-9648 First come,,1,0,2
Flying Eze,2020-11-23T12:09:43.000Z,First official PS5 merchandise available at PlayStation Gear Store #Playstation #Gear #Playstation #Gear,,0,0,0
Mark,2020-11-23T11:58:07.000Z,@PlayStationUK @PlayStation @AskPS_UK @AskPlayStation @PlayStationEU Support 1440p on PS5 and support for ALL monitors that can run 120fps #PS5 #PlayStation5 #PlayStation #120hz,,4,2,0
Mark,2020-11-23T11:56:56.000Z,Support 1440p on PS5 and support for ALL monitors that can run 120fps #PS5 #PlayStation5 #PlayStation #120hz,,2,0,0
Kostas Farkonas,2020-11-23T11:45:53.000Z,PlayStation5: the gamer’s review. So… is Sony’s new system actually a must-buy in 2020? #PS5 #PlayStation5 #PlayStation #Sony #gaming #PlayHasNoLimits #Road_to_NextGen_2020,,0,1,0
Zaccaria Pilon,2020-11-23T11:35:47.000Z,Chibi-Fox from Persona5 ************************* #persona #fox #anime #atlus #yusukekitagawa #phantomthieves #ps4 #playstation #Procreate #iPadPro #sketch #illustration,,1,0,0
jeff,2020-11-23T11:23:28.000Z,£7.49 ?? Anybody who hasn’t played either the original Shadow of the Colossus or this remake should make the most of this rather remarkable deal! #PS4 #PS5 #PlayStation,,16,2,4
Marcus Lee Here,2020-11-23T11:20:43.000Z,Not the best #payday I hope I`ll get my hand on #PlayStation5 #PlayStation soon ,,2,1,0
Laro,2020-11-23T11:15:22.000Z,This is #PlayStation @PlayStation @PlayStationES #PlayStation5,,2,1,0
sandwich,2020-11-23T11:10:54.000Z,Jim Ryan says that a #Playstation response to #XboxGamePass is coming soon! #PlayStation5 is available now!,,0,1,0
gampeon,2020-11-23T11:00:17.000Z,Oh the Irony... #gaming #gameplay #xbox #pc #playstation #play #PS5 #funny #humor #memes #lol #fun #dankmemes #bro #wild #lmao #true,,3,3,0
Kingdom Sieges,2020-11-23T10:46:18.000Z,Kingdom Sieges for #NextGen and #PC Autumn 2021 #gamedev #indiegames #indiedev #videogames #xbox #playstation #indiegame #gaming #xboxone #gamer #ps4 #indiegamedev #games #art #gamestudio #gameart #gamedesign #instagaming #game #instagamer #playstation4 #crowdfunding,,14,6,0
esportzgeeks,2020-11-23T10:41:49.000Z,The biggest GTA Online adventure : The Cayo Perico Heist coming December 15 #GTAOnline #GTA #CayoPerico #adventuregame #games #game #gamers #gamer #gaming #PS5 #PlayStation5 #PS4 #PlayStation #PlayStation4 #playstationplus #gamedev #GamersUnite #gamingcommunity #gamingchannel,,2,2,0
BRADLIIIY | Twitch |,2020-11-23T10:34:38.000Z,PS5 DEALS! GET IT WHILST IT LASTS! #PS5 #ps5uk #PlayStation5 #PlayStation,,3,1,0
esportzgeeks,2020-11-23T10:34:14.000Z,Welcome to Nuketown '84. Coming to Call of Duty: Black Ops Cold War tomorrow. #ColdWar #CallofDuty #Nuketown84 #CoDBOCW #COD #CallOfDutyBlackOpsColdWar #CallOfDutycoldwar #callofdutyclips #Warzone #PS5 #PlayStation5 #PlayStation #PlayStation4 #PlayStationTrophy #gaming #game,,5,1,0
Carolina Constantinou,2020-11-23T10:11:33.000Z,#PlayStation #NetworkAccount and two-step #Verification set up for #PS4. #Sony,,0,0,0
Georgia Meredith,2020-11-23T10:04:54.000Z,@RoseEllenDix @LogitechGUK thanks for giving me an excuse to play one of the best games in existence-who am I kidding I don’t need an excuse to play this! Yes that is Buffy holding a stake! No better way to pass the time whilst waiting for the ps5 #Nostalgia #PlayStation #Buffy,,3,0,0
Iwomine,2020-11-23T10:00:07.000Z,How buy New ps5. Me no :( #PS5 #PlayStation5 #nextgen #foryou #playstation #sony,,0,1,0
LC | CrimsoNite,2020-11-23T09:59:59.000Z,"Man, I’m really thinking bout getting PSNow just for Darkstalkers Resurrection. I’ve always wanted to play darkstalkers, but idk if it’s worth it just for that lmao. #Darkstalkers #Playstation4 #Ps4 #Playstation",,1,1,0
All Things Gaming Podcast,2020-11-23T09:52:47.000Z,Completely agree. We briefly talk about this game on this weeks upcoming podcast episode. It is my favorite game on the PS5 right now. Fantastic. #PlayStation #PS5 #NextGenGaming #ASTROsPLAYROOM,"Brian AltanoBrian Altano@agentbizzleNov 22, 2020I never would have guessed that a free pack-in #PS5#PS5 game would crack my top 10 list of best games of 2020, but Astro’s Playroom is absolutely magical. What a brilliant game. Feels like a bite-sized sequel to Super Mario Galaxy 2 but with a distinctly PlayStation homage & charm ",1,0,0
DragonsbroFragZ,2020-11-23T09:45:34.000Z,I remember seeing all those memes of the PlayStation 5 looking like a router... Here is my PlayStation 5 next to my router - let the memes COMMENCE! #PlayStation #PlayStation5 #PS5 #Sony #PSN #Router,,0,0,0
Dub77,2020-11-23T09:43:49.000Z,"When your trademark request has been objected, you have to file a response within one month. @PlayStationIN may have already sent a response and will receive the go-ahead in a few days. #PlayStation5 #PS5 #ps5india #PlayStation",,0,1,1
Prabh Virk,2020-11-23T09:41:10.000Z,Black Friday sales for PlayStation games is going on mainly every single New titles are selling at exact half of its price So planning to buy playstation near future this is the time to grab its games #PlayStation #PS5,,2,0,0
Shot in Game,2020-11-23T09:28:04.000Z,These colours and this suit - Game: #MilesMoralesPS5 Studio: @insomniacgames - #PhotoMode #PlayStation #PlayStation5 #PS5 #VirtualPhotography #TheCapturedCollective #societyofvirtualphotography #ArtisticofSociety #ThePhotoMode #vpgamers #VGPUnite #valortainment,,71,7,1
Empire Tech Podcast,2020-11-23T09:24:27.000Z,"It’s official new episode out now, you don’t want to miss this one!! #Podcast #Podcasts #Podcasting #ApplePodcast #Spotifypodcast #love #happy #apple #Google #Android #Samsung #Pixel #PS5 #xBox #Microsoft #Tech #Technology #AppleEvent #empiretechpodcast #playstation #playstation5",,0,1,0
Herbsoda,2020-11-23T09:21:47.000Z,Platinum #59 Astro's Playroom #PS5 #Gaming #PlatinumTrophy #Playstation,,7,0,0
KSv,2020-11-23T09:21:33.000Z,@PlayStation @AskPlayStation @PlayStationIN WHEN CAN WE GET THE PS5??!! #PlayStation #ps5 #PS5 #PlayStation5,,1,0,0
ManLikeMii,2020-11-23T09:15:29.000Z,"Playing #DemonsSouls last night, on my way back to collect 4.000+ souls from a really easy to get to point...... accidentally fall down the stairs and die fighting a basic grunt....... slowly close app and go to bed...... #pain #PS5 #PlayStation #PlayStation5",,1,0,0
PlayStation Game Size,2020-11-23T09:15:19.000Z,New Patch For PS5 Game : Marvel Spiderman Miles Morales 01.004.003 (New Size : 54.171 GB) #MilesMoralesPS5 #MilesMorales #SpiderManPS5 #PS5 #PlayStation #Playstation5 #SpiderManMilesMorales #MarvelsSpiderManMilesMorales,,3,0,1
NeoDIY.com,2020-11-23T09:06:02.000Z,#PlayStation #PS5 #PlayStation5 reign supreme,,0,0,0
Hjorvar Ingi,2020-11-23T08:57:36.000Z,"What you should love about @digitalfoundry is that they don't love or hate your console. They love tech. And they will analyse that tech with more knowledge then the common people can. Nothing is perfect, not even your precious toy. #xbox #PlayStation #XboxSeriesX #PlayStation5",,1,1,0
OfficialLaurynS,2020-11-23T08:54:55.000Z,MyCourt 1v1 ? if i win you buy whatever i want for Christmas if you win? i got you. what’s up? only doing three people #2KFest #2k #PlayStation #PlayStation5GRATIS #PS5 #MAKE2KFUNAGAIN #2k21,,5,4,3
The Brandolorian,2020-11-23T08:48:25.000Z,"God of War (2018) is a Masterpiece and is the game that defines the PS4. Not TLOU2, Horizon, Ghost, Spiderman, Uncharted. All great games but not masterpieces It's God of War all the way @PlayStation #PlayStation",,1,0,0
WINSTON GAMING,2020-11-23T08:30:54.000Z,PS5 NEWS #playstation4 #playstation5 #playstationlife #playstation3 #playstationgamer #playstationgames #playstationplus #playstationcommunity #playstationvita #playstationstore #playstationvr #PlayStation #playstationnetwork #playstationnetworkgaming,,0,1,0
 Tara Barker ,2020-11-23T08:26:05.000Z,Awesome Good luck everyone @kirstylea20111 @Swalk1977 #PlayStation5 #PS5 #Playstation ,,0,1,0
Josh,2020-11-23T08:20:41.000Z,Day 5: the ignoring continues over my broken HDMI port on the #PS5 that @GAMEHelps delivered on Thursday. @PlayStationUK @PlayStationEU @PlayStation #PlayStation5 #PlayStation #BROKEN #ps5uk #GameUK #HDMI #SONY,,1,1,0
Connor,2020-11-23T07:43:36.000Z,@PlayStationUK @PlayStation @AskPlayStation @PlayStationEU @AskPS_UK Native 1440p Resolution Please Thank You. #PS5 #PlayStation5 #sony #PlayStation #PlayHasNoLimits,,3,2,0
Leigh,2020-11-23T07:42:23.000Z,It is so sad to see people buying playstation 5 and price gouging them when they resell them online #PlayStation5 #PlayStation,,0,1,0
Anonymous,2020-11-23T07:28:23.000Z,@PlayStation I have bought every #playstation console since playstation 2 but given the out of stock issues with #PS5 I'm going to buy an #xboxseriesx this time,,0,0,0
