name,score,title,place,date,verified purch,text,upvotes 
Rebeca Rojas,1.0 out of 5 stars,Simon says.. Freeze!,the United States ,June 5 2020,Verified Purchase,"  Refurbished PS4 Slim 1 TB freezes within 15 minutes of using you tube application, 10 minutes into a downloaded game.",One person found this helpful
Amazon Customer,5.0 out of 5 stars,it works well,the United States ,March 1 2019,Verified Purchase,  Just what I was looking for. It works great and I like the games I can play on this unit!,0 people found this helpful
"It's a great game, different experience but still entertaining. Good job Imangi, you make good stuff.",5.0 out of 5 stars,Works as advertised.,the United States ,January 19 2021,Verified Purchase,"  Well its a playstation so I'll use it as a playstation. It came in good packaging, in good shape, and very quickly. Price was alright but whatever and it was an improvement over the older model.",0 people found this helpful
FieldCoast,5.0 out of 5 stars,Thumbs up,the United States ,September 23 2018,Verified Purchase,"  Everything arrived as expected.  Although the delivery driver did drop it off at the wrong address, thankfully my neighbors brought it to me.  All in working order.",0 people found this helpful
Donna Raphael,5.0 out of 5 stars,"Great price, unit in perfect condition.",the United States ,October 5 2019,Verified Purchase,  Fast shipping and it was as good as new. Excellent seller.,0 people found this helpful
Josh,5.0 out of 5 stars,The best of the best,the United States ,January 16 2021,Verified Purchase,  Only issues I've had is not enough storage memory.,0 people found this helpful
Logan A.,5.0 out of 5 stars,Works,the United States ,May 16 2018,Verified Purchase,"  Got this for my husband and he loves it. It's now a weekly part of our lives, runs great, and has not had any problems in the 6 months we've had it.",0 people found this helpful
Danielle N Worley,5.0 out of 5 stars,Great,the United States ,January 11 2021,Verified Purchase,  Its great. Works good. Fast delivery,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,He is very happy with the product,the United States ,July 28 2018,Verified Purchase,"  The PS4 arrived on time, I ordered new and it was from my sons inspection new as he had to replace is old one. He is very happy with the product.",0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Truly like it. Down fall it has no Skype there ...,the United States ,August 10 2017,Verified Purchase,  This is the beat thing ever. Truly like it. Down fall it has no Skype there is away to communicate but there through the controler but you here the person pressing bottoms,3 people found this helpful
top soldier,5.0 out of 5 stars,Second one is working fine..,the United States ,December 17 2017,Verified Purchase,  first one took a dump right off the bat.. Probably damaged in shipping....Second one is working fine.....,One person found this helpful
Brandi Nicole Hall,5.0 out of 5 stars,Happy child,the United States ,January 5 2020,Verified Purchase,  My daughter was absolutely shocked when she opened this for Christmas thank you,0 people found this helpful
roberto m.,4.0 out of 5 stars,Lots of updates but good,the United States ,March 22 2019,Verified Purchase,  Lots of updates and if you live in an area with slow internet you’ll spend a good day or so updating to play anything.,0 people found this helpful
Nathan Beachler,5.0 out of 5 stars,Pure fun,the United States ,February 1 2020,Verified Purchase,  Love my ps4!!! Working perfect easy to set up.  Can add apps like Disney plus for the kids.,0 people found this helpful
Vox,5.0 out of 5 stars,Great Console.,the United States ,May 13 2019,Verified Purchase,"  If you’re interested in a PS4 and don’t have a 4K TV, to make use of a PS4 Pro, you’ll like it.",One person found this helpful
Michael Williams,5.0 out of 5 stars,Better than ps3,the United States ,March 7 2018,Verified Purchase,"  It's a PS4. Better than ps3. If you are a rest mode user, be sure to fully turn it off once a week.",One person found this helpful
AmariRox,5.0 out of 5 stars,Ps4,the United States ,July 8 2020,Verified Purchase,  Nothing negative to say about PS4. I'm not an Xbox person.,0 people found this helpful
Edward Bustamante,5.0 out of 5 stars,5,the United States ,May 23 2019,Verified Purchase,  5,One person found this helpful
Keaton,5.0 out of 5 stars,I’m very entertained,the United States ,September 18 2018,Verified Purchase,"  For $300, you could barely buy a word processor laptop so as far as gaming goes, the price is a steal. The hardware is a few years old now but the latest gaming laptop costs upwards of $1,000 so the value here is well worth it. Plenty of fun titles exclusive to PlayStation as well.",0 people found this helpful
D. Miller,5.0 out of 5 stars,Fun to play.,the United States ,December 28 2018,Verified Purchase,"  Got this for a gift for my husband and he loves it, he is always playing don’t in his spare time.",0 people found this helpful
Working mom,5.0 out of 5 stars,Boys and their toys,the United States ,January 10 2019,Verified Purchase,  My 10 yr old loves it thank you poise my older son got jealous so he had to add more memory to his,0 people found this helpful
Uncle Rudy,1.0 out of 5 stars,Sony quality?,the United States ,May 20 2019,Verified Purchase,  Died 9 months after purchase date.,One person found this helpful
Shan shan,1.0 out of 5 stars,waste of money,the United States ,August 2 2020,Verified Purchase,  i wish i could give a zero rating this ps4 dont work,One person found this helpful
tyler,5.0 out of 5 stars,"Works awesome, definitely recommend.",the United States ,May 16 2020,Verified Purchase,"  Got it in one piece, and setup was super easy, as I had already created a PSN prior. Works awesome. Cant wait to expand my Playstation game library",0 people found this helpful
Preston Riebold,4.0 out of 5 stars,Controllers drift,the United States ,May 15 2020,Verified Purchase,  Great system but controller drift ruined game play,0 people found this helpful
Ace,5.0 out of 5 stars,neat,the United States ,January 19 2018,Verified Purchase,  Works well. Always been an xbox users until the ring of death two years ago so I tried ps4 out. Loaded up smoothly. Although I can't say much else. The wireless controller USB cable didn't come along so I have to buy one later.,One person found this helpful
Chanteena,2.0 out of 5 stars,At least it works...,the United States ,December 25 2020,Verified Purchase,"  It works just fine, but it arrived and ALL the ports were filthy and one of the front USB ports is defective.",0 people found this helpful
Amazon Customer,2.0 out of 5 stars,didn't last a year,the United States ,August 6 2019,Verified Purchase,  bad,One person found this helpful
John Pagano,5.0 out of 5 stars,Worth money,the United States ,April 21 2020,Verified Purchase,  Product surpassed my expectations ! Awesome,0 people found this helpful
Fredo,5.0 out of 5 stars,Amazing gaming console,the United States ,July 21 2018,Verified Purchase,  Couldn't be any more satisfied. More features keep getting added and refined with each update.,One person found this helpful
Denise,4.0 out of 5 stars,We got this with a good before thanksgiving sale,the United States ,April 17 2018,Verified Purchase,"  We got this with a good before thanksgiving sale, have used it about 4 to 5 times for games and quite a few times to watch movies, no issues and works great. Very quiet.",0 people found this helpful
Randy P,5.0 out of 5 stars,I like it.,the United States ,December 17 2017,Verified Purchase,"  I have always been an Xbox person, but I thought I'd give Sony a try, and I must say, I like it.",One person found this helpful
Taylor,5.0 out of 5 stars,and myself love our PS4,the United States ,February 5 2018,Verified Purchase,"  My kids, husband, and myself love our PS4. It has games for everyone! This is actually our second, now we have one downstairs and one upstairs in the playroom.",0 people found this helpful
Cliente de Amazon,5.0 out of 5 stars,Excelente producto,the United States ,January 20 2020,Verified Purchase,  Buen servicio,0 people found this helpful
checabear,5.0 out of 5 stars,best ps4 ever,the United States ,February 12 2018,Verified Purchase,"  i have had other playstations this is the 4th one.i have used the other 3 but this is the fourth.good product, i can play all my PS4 games on it.",0 people found this helpful
Monique Romero,5.0 out of 5 stars,GAME TIME!!,the United States ,May 19 2020,Verified Purchase,  Product came when expected and works great!!,0 people found this helpful
Virginie,5.0 out of 5 stars,great,the United States ,January 5 2021,Verified Purchase,  i was skeptical of ordering from him at first but my ps4 came in great condition.,One person found this helpful
Rick,5.0 out of 5 stars,Took me awhile but it's PlayStation 4 and I love it,the United States ,May 29 2019,Verified Purchase,  It's a PlayStation 4 so it's better than the systems Pryor and I'm happy with it I've never had any problems.,0 people found this helpful
Jennifer Fry ,1.0 out of 5 stars,Please make sure all parts are there,the United States ,July 27 2020,Verified Purchase,  The power cord wasn’t with it very unhappy about it payed good money for it,One person found this helpful
Mia R Canale,5.0 out of 5 stars,Came perfect condition,the United States ,November 20 2019,Verified Purchase,  It is perfect no problems at all. Happy with it,0 people found this helpful
Mr. Bill,1.0 out of 5 stars,No external headphone jack on console -- must run sound through controller?,the United States ,November 27 2020,Verified Purchase,  Be careful when paring this game console with racing wheel/petals and external monitor without speakers.  You could end up with no sound and no solution.,0 people found this helpful
Laverne,5.0 out of 5 stars,Christmas gift to daughter,the United States ,February 23 2019,Verified Purchase,  Needless to say it was a hit and a great gift for my daughter and her fiancée.,0 people found this helpful
michael o,5.0 out of 5 stars,PS4,the United States ,December 13 2020,Verified Purchase,  Hours of fun.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Boyfriend loves it,the United States ,August 4 2019,Verified Purchase,  Bought it for my boyfriend and he loves it.,0 people found this helpful
Idae,5.0 out of 5 stars,Sony Life Rocks,the United States ,April 26 2019,Verified Purchase,  I love the slim version better than my other PS4’s. Just as advertised,0 people found this helpful
Abdulkadir Hassan Yusuf,5.0 out of 5 stars,Excellent gift for my nephew,the United States ,August 21 2019,Verified Purchase,  I already own one so I know what this system does.,0 people found this helpful
Rasta Savage,1.0 out of 5 stars,Missing components,the United States ,July 9 2020,Verified Purchase,  Ok so the issue that I have is that I received my package but the only thing that was in the box was just the console no controller or no cord to set it up so I'm going to need a controller and cord sent to me free of charge,0 people found this helpful
killerKlownin,1.0 out of 5 stars,Wifi faulty!!!!!,the United States ,June 2 2020,Verified Purchase,  My wifi program or receiver is faulty and it disconnects and reconnects repeatedly while I'm trying to play any games on any network. PlayStation support isn't even available and I just spent $300 on this!!! How is this problem gonna be solved??,0 people found this helpful
Isaac,5.0 out of 5 stars,To be honest I'm in love with it,the United States ,October 12 2020,Verified Purchase,"  If had this ps4 for 3 months now! Works amazing, so glad to get a ps4 even though the ps5 is coming out. I am very happy that I bought this. I have nothing bad to say about this purchase... well I gotta go keep playing hehe",0 people found this helpful
Jonathan Belle,5.0 out of 5 stars,Gotta love Playstation,the United States ,October 29 2019,Verified Purchase,  Its a great console.,0 people found this helpful
sebastian,5.0 out of 5 stars,Excelent,the United States ,September 26 2019,Verified Purchase,"  muy conforme con el producto, ningun problema y todo anda perfecto",0 people found this helpful
Frank a.,4.0 out of 5 stars,Ok,the United States ,January 11 2020,Verified Purchase,  Ok,0 people found this helpful
Drake,5.0 out of 5 stars,I like it,the United States ,December 17 2019,Verified Purchase,"  Portable, easy to set up, easy to use. Updates take forever, but great console overall.",0 people found this helpful
Lauren,5.0 out of 5 stars,"Still working, great buy!",the United States ,August 27 2019,Verified Purchase,"  The PS4 came in its original packaging and looked fantastic, set up was quick and easy, we had no problems with the software and were able to get playing right away!",0 people found this helpful
Agim,5.0 out of 5 stars,Great Purchase!,the United States ,May 3 2020,Verified Purchase,"  Works great, very fast! mine came with 3 pretty good games (god of war amongst them). Of course, i purchased new one and don’t know how refurbished is.",0 people found this helpful
Joe,5.0 out of 5 stars,Two thumbs up,the United States ,November 22 2019,Verified Purchase,  Great deal for a awesome game system,0 people found this helpful
Vijay,5.0 out of 5 stars,Best Gaming Ever ..,the United States ,December 14 2018,Verified Purchase,  Everyone loves PS4 @my home. We play regularly with my kid & his friends and it works awesome every single time. it's been more than 2 years I had this now & no problems so far.,0 people found this helpful
A. S.,5.0 out of 5 stars,Perfect,the United States ,May 16 2019,Verified Purchase,  I’ve been playing PS4 since Christmas 2018. And it’s awesome. Works like a dream.,0 people found this helpful
Jose L. Nakahodo,5.0 out of 5 stars,PlayStation 4 Slim 1TB Console,the United States ,December 11 2019,Verified Purchase,"  The best, good product.",0 people found this helpful
Brandon,5.0 out of 5 stars,Fantastic.,the United States ,December 28 2018,Verified Purchase,  Brother was happy with the product. PS4 works perfectly. It does generate some heat but I suppose that's normal.,0 people found this helpful
Paulo,5.0 out of 5 stars,It's the slim PS4,the United States ,March 21 2019,Verified Purchase,  Plays the games I want but don't get much use out of it these days,0 people found this helpful
Luis Daniel lema,5.0 out of 5 stars,Greatest thing,the United States ,July 18 2020,Verified Purchase,  Great gift for somebody you love,0 people found this helpful
Ronboy,5.0 out of 5 stars,Perfect.,the United States ,February 22 2019,Verified Purchase,"  PlayStation the best gaming console there is in my opinion, good price.",0 people found this helpful
yeri,5.0 out of 5 stars,Good,the United States ,April 13 2019,Verified Purchase,  Everything came as advertised,One person found this helpful
Juliane J Daggett,1.0 out of 5 stars,Used Product,the United States ,January 29 2020,Verified Purchase,  I thought I was buying a new playstation but this one has clearly been used. The plastic bags that all the cords come in were ripped. The playstation had dust on the bottom and covered in fingerprints on the top.,0 people found this helpful
Brett,2.0 out of 5 stars,"Can’t connect to WiFi, bad controller",the United States ,September 15 2019,Verified Purchase,"  The console is great! Played Xbox most of my life but decided to give this console a try. Maybe I just don’t know how it works, but it won’t connect to the WiFi at my home. My other issue is that the controller’s battery just quit on me. I’ve barely had it and it won’t hold a charge anymore what’s that about?",0 people found this helpful
Danielle Carroll,5.0 out of 5 stars,Love it,the United States ,March 10 2020,Verified Purchase,  Love it,0 people found this helpful
Marcia ,5.0 out of 5 stars,Perfect,the United States ,January 7 2020,Verified Purchase,"  Works great, love the slim design",0 people found this helpful
JVan,5.0 out of 5 stars,Came on time,the United States ,November 7 2019,Verified Purchase,  Came on time - works great. Lots of titles,0 people found this helpful
Howard W. Smith Jr.,5.0 out of 5 stars,Daughter loves it!,the United States ,December 28 2018,Verified Purchase,"  A birthday/Christmas gift for my daughter, she downloaded fortnite and loves the playstation!",0 people found this helpful
JOSE,5.0 out of 5 stars,Todo bien,the United States ,November 24 2019,Verified Purchase,  Todo bien,0 people found this helpful
Heather Franklin,2.0 out of 5 stars,Headset not working,the United States ,July 4 2020,Verified Purchase,  Headset doesn’t work....plugged into controller and nothing,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Love it,the United States ,May 15 2019,Verified Purchase,"  Love this, works great, not very noisy. Would recommend.",0 people found this helpful
KEITH M.,5.0 out of 5 stars,Thanks,the United States ,December 11 2019,Verified Purchase,  Thanks,0 people found this helpful
KaylieAnn B.,5.0 out of 5 stars,"Perfect condition, and super fun to play",the United States ,February 9 2019,Verified Purchase,  It is in perfect condition and plays all the games I have bought so far!,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Extra remote a must have,the United States ,April 22 2019,Verified Purchase,  One remote for the gaming just wouldn't do.  A must have!,0 people found this helpful
Mark Clayton Southers,5.0 out of 5 stars,PS4,the United States ,May 23 2020,Verified Purchase,  Great item!,0 people found this helpful
GKALLTHEWAY,5.0 out of 5 stars,Great graphics.,the United States ,September 9 2019,Verified Purchase,  My son loves this system.,0 people found this helpful
Angelic,5.0 out of 5 stars,Worth the price.,the United States ,January 2 2020,Verified Purchase,  I absolutely love it. My system hasn't given me any problems since I bought it.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Wonderful- easy to use and great parental controls,the United States ,January 30 2019,Verified Purchase,  This PS4 is slim and has great perental controls! It’s easy to setup and has many internal free games.,0 people found this helpful
Chris Redmon,5.0 out of 5 stars,"Works, no issues",the United States ,July 9 2019,Verified Purchase,  No problems so far. Arrived this afternoon and is working great!,0 people found this helpful
jesus beardsley,5.0 out of 5 stars,Bueno,the United States ,October 24 2019,Verified Purchase,  Muy buen producto,0 people found this helpful
Kindle Customer,5.0 out of 5 stars,Hubs loves it. Exactly what it's supposed to be.,the United States ,May 21 2019,Verified Purchase,  Hubs loves it. Exactly what it's supposed to be.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Genial,the United States ,October 28 2019,Verified Purchase,  Anda muy bien,0 people found this helpful
Carlyle Danenhower,4.0 out of 5 stars,Perfect..but..,the United States ,April 20 2020,Verified Purchase,  It's really good! I hooked it up and it worked perfectly after updating it. The only problem I have is that the control analogs get stuck from time to time and make it hard to move while playing a game.,0 people found this helpful
Dennis,5.0 out of 5 stars,Would recommend this to others,the United States ,October 26 2019,Verified Purchase,"  Great machine, but not for remote, to many problems",0 people found this helpful
kimberly dille,5.0 out of 5 stars,Five Stars,the United States ,March 21 2018,Verified Purchase,  He's on it now if and no problems since Xmas '17 so far :),One person found this helpful
Bielka Cabrera ,5.0 out of 5 stars,Perfect,the United States ,September 9 2018,Verified Purchase,  Just great. My kid loves it,One person found this helpful
Amazon Customer,5.0 out of 5 stars,Delivery was on time and gift was a hit,the United States ,January 17 2019,Verified Purchase,  This was a gift for two grandsons and they absolutely loved it. Their old Play Station had died after two generations of players and they needed something to occupy them on long snowy evenings and weekends when staying outside is not an option.,0 people found this helpful
James Sheridan,5.0 out of 5 stars,Great console from Sony,the United States ,October 8 2019,Verified Purchase,  I love my ps4 !,0 people found this helpful
Rholt,5.0 out of 5 stars,A great entertainment console,the United States ,January 13 2018,Verified Purchase,  Love the console and upgrades from the ps3. Bummer of having to pay to play online.,One person found this helpful
Rose5150,5.0 out of 5 stars,Works amazing for the Best Price! Highly Recommend!,the United States ,March 16 2018,Verified Purchase,"  Works better than my friends newly game store bought PS4. I got it completely clean and working perfectly, no issueissues except for waiting for the updates. I play my games on it all night and have not experienced one problem. I highly Recommend getting this for a better price, You will never know the difference!",One person found this helpful
CBH201,5.0 out of 5 stars,What can you say bad about a playstation,the United States ,May 30 2018,Verified Purchase,  I bought this for my son's 14th birthday.  Needless to say he was thrilled.  What can you say bad about a playstation?  He loves it.,0 people found this helpful
taozou,5.0 out of 5 stars,good and fast shipment,the United States ,September 2 2019,Verified Purchase,  good and fast shipment,0 people found this helpful
mcurtis,5.0 out of 5 stars,Awesome,the United States ,June 30 2019,Verified Purchase,"  No issues so far, fast delivery. Had to upgrade from ps3 before bl3!",0 people found this helpful
Rodolfo Sanches Carvalho,5.0 out of 5 stars,Amazing Console,the United States ,August 6 2019,Verified Purchase,"  Amazing Console, I bought for my brother as a birthday present and he is having a lot of fun ",0 people found this helpful
Jasmine Falcon,5.0 out of 5 stars,Happy hubby,the United States ,December 28 2019,Verified Purchase,  Tons of space literally because it’s him and has a large memory bank,0 people found this helpful
Aaron,5.0 out of 5 stars,Perfect,the United States ,June 1 2020,Verified Purchase,"  I read a bunch of reviews about people getting defective PS4’s and other issues, so I was a little worried but I received a brand new PS4 box still with original tape and all. I’m a satisfied customer.",0 people found this helpful
D L ,5.0 out of 5 stars,,the United States ,August 18 2020,Verified Purchase,  Came in great condition.,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,faster downloads plus voice active,the United States ,July 7 2019,Verified Purchase,  i had the oringal ps4 didnt update until now i love this one better bigger hard alot faster diwnloads,0 people found this helpful
Darryl Balaski,5.0 out of 5 stars,Works great -- Love the product,the United States ,September 2 2018,Verified Purchase,"  Works great  -- Love the product!  Great  price -- but  I love using it for games, but makes a beautiful Plex  Client & Amazon Client.",0 people found this helpful
Jeff  piscura,5.0 out of 5 stars,If you are a gamer this is the one ,the United States ,January 3 2019,Verified Purchase,  My son-in-law plays every chance he can get loves it good purchase,0 people found this helpful
KW,5.0 out of 5 stars,Nice,the United States ,May 24 2020,Verified Purchase,  Very good buy,0 people found this helpful
Oscar Badcat,5.0 out of 5 stars,It’s a toy,the United States ,December 9 2018,Verified Purchase,  Endless hours of sedentary mental escape can be had. What a world we live in.,0 people found this helpful
budderfli1031,5.0 out of 5 stars,Perfect Product and arived right on time!!,the United States ,April 21 2018,Verified Purchase,"  We love it!! It's exactly as explained in description, new in the box and perfect!! I will defiantly buy from seller anytime!",0 people found this helpful
Michelle L Therrien,5.0 out of 5 stars,Quality!,the United States ,January 15 2021,Verified Purchase,  Awesome!,0 people found this helpful
Tamara T. Williamson,5.0 out of 5 stars,"Happy kid, happy mom",the United States ,March 29 2019,Verified Purchase,  Supper happy with it and price. Arrived in great condition. No probs with it.,0 people found this helpful
Carmen Petroski,5.0 out of 5 stars,Good choice.,the United States ,January 4 2020,Verified Purchase,  This was for my grandson. He has another one at his house but finds  this one more compatible with his new headset.  he is happy so I am happy.,0 people found this helpful
Deborah S.,5.0 out of 5 stars,Controls very sensitive.,the United States ,April 28 2019,Verified Purchase,  Which I had bought the controller for watching TV and movies.  This game controller is very touchy,0 people found this helpful
Byung Dae Moon,5.0 out of 5 stars,great sale great pleasure with ps4 slim,the United States ,January 16 2018,Verified Purchase,  great sale great pleasure with ps4 slim. everyone bought this ps4 at black friday must be happy. ps4 have more titles than x box one have.that's why i purchased ps4. enjoy many games,One person found this helpful
Keli Ingrande,5.0 out of 5 stars,Fast Shipping,the United States ,July 31 2019,Verified Purchase,  Fast shipping Great product,0 people found this helpful
Rachael ellis,5.0 out of 5 stars,Amazing,the United States ,February 24 2020,Verified Purchase,  Amazing,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Works really well,the United States ,July 24 2019,Verified Purchase,  My granddaughter loves this,0 people found this helpful
Jeorge Jesus Zepeda,5.0 out of 5 stars,"The Quality is outstanding, as a Media hub for ...",the United States ,December 22 2017,Verified Purchase,"  The Quality is outstanding, as a Media hub for online navigation is outstanding as an alternative use for it...Game quality are out of this world",0 people found this helpful
J. D.,5.0 out of 5 stars,It worked on arrival. No problems.,the United States ,January 18 2019,Verified Purchase,  It's about 2 months old now and it's still going strong getting 15-20 hours of play each week.,0 people found this helpful
Alex Galactus,4.0 out of 5 stars,The setup for the console itself wasn't as simplistic like I thought it would be,the United States ,April 6 2018,Verified Purchase,"  The setup for the console itself wasn't as simplistic like I thought it would be, therefore I can't even use it at this time.",0 people found this helpful
Bobby Whitmore,5.0 out of 5 stars,the price,the United States ,December 2 2019,Verified Purchase,  the price,0 people found this helpful
Malcolm,5.0 out of 5 stars,Love this thing,the United States ,August 3 2019,Verified Purchase,"  Switched from Xbox to Playstation and I’m never going back. Love this thing. Love the exclusive games, love that the controller doesn’t need batteries, easy to set up. Love this thing.",One person found this helpful
Karina De Melo Vazquez,5.0 out of 5 stars,Like,the United States ,October 29 2019,Verified Purchase,  Like,0 people found this helpful
Ryan Moore,5.0 out of 5 stars,PHENOMENAL!!!!,the United States ,March 24 2020,Verified Purchase,  Fast shipping!! High Quality item!!!!,0 people found this helpful
It's me,3.0 out of 5 stars,Controller doesn’t work,the United States ,December 21 2018,Verified Purchase,  Got this as an early Christmas gift opened it an the system works fine but the controller doesn’t,0 people found this helpful
Leonard B. Atlas,5.0 out of 5 stars,fast delivery,the United States ,June 10 2019,Verified Purchase,  I love everything about this system,0 people found this helpful
Karrah Fitzgerald-portillo,5.0 out of 5 stars,PS4 Slim,the United States ,December 30 2020,Verified Purchase,  The product came delivered perfectly. No issues with this console at all.,0 people found this helpful
Chris,5.0 out of 5 stars,Slim PS4,the United States ,September 18 2019,Verified Purchase,  Good and new!,0 people found this helpful
Diego Madrid,5.0 out of 5 stars,PlayStation 4 artículo de alta calidad,the United States ,October 4 2019,Verified Purchase,"  Excelente articulo tenía mis dudas sobre si comprar este producto por internet pero no estoy arrepentido lo compre hace más de un año y hasta el son de hoy no he tenido ningún problema, lo recomiendo!",0 people found this helpful
John Beckworth,5.0 out of 5 stars,PS4,the United States ,December 27 2018,Verified Purchase,"  This is the first game that I purchased. Slim design,1T of memory, easy set up, and great graphics.",0 people found this helpful
Meda,5.0 out of 5 stars,Excelente producto gracias,the United States ,January 21 2021,Verified Purchase,  Excelente producto gracias,0 people found this helpful
Betty,4.0 out of 5 stars,Great,the United States ,October 17 2019,Verified Purchase,  Great,0 people found this helpful
Tom R,3.0 out of 5 stars,Delivered on time,the United States ,August 19 2019,Verified Purchase,"  Controller started having problems after several months. Became stuck in the down positron on and off, making it challenging to play a game.",0 people found this helpful
Anjelika James,5.0 out of 5 stars,So excited,the United States ,August 14 2019,Verified Purchase,  Purchased as a gift,0 people found this helpful
Fahid Iqbal,5.0 out of 5 stars,Fast delivery,the United States ,October 14 2020,Verified Purchase,  Good,0 people found this helpful
Naddydingoes,5.0 out of 5 stars,It’s what you expect,the United States ,June 25 2019,Verified Purchase,"  It’s a ps4, no problems so far",0 people found this helpful
BFox,5.0 out of 5 stars,Great gaming system!,the United States ,January 6 2018,Verified Purchase,  Great gaming system! My son is VERY happy with his Christmas gift!,One person found this helpful
Amazon Customer,5.0 out of 5 stars,Love it,the United States ,December 16 2019,Verified Purchase,  Love it,0 people found this helpful
latanya,5.0 out of 5 stars,,the United States ,February 9 2020,Verified Purchase,  ,0 people found this helpful
Amazon Customer,5.0 out of 5 stars,Satisfied,the United States ,September 24 2020,Verified Purchase,"  Item is as described, working well this far. No problems satisfied with purchase.",0 people found this helpful
Dorothy Christie,4.0 out of 5 stars,loved it,the United States ,August 25 2019,Verified Purchase,  son brought it for himself,0 people found this helpful
Jhamirick Collins,1.0 out of 5 stars,Disappointed,the United States ,May 9 2020,Verified Purchase,  For $372 you would think your getting a brand new system never been touch in the picture provided you can see my dissatisfaction. The system looked like it could give me an allergy attack I won’t buy electronics from amazon again.,0 people found this helpful
Dawn Reints,4.0 out of 5 stars,memory,the United States ,January 3 2020,Verified Purchase,"  brought for my granddaughters birthday, she turned 9, she is having no problems using it",0 people found this helpful
Joy Rodgers,5.0 out of 5 stars,PlayStation 4,the United States ,September 3 2018,Verified Purchase,  This was a replacement and a gift for my grandson. The game system is great. My grandson plays it for hours. It is very durable and easy to use. Can get many game online with P4 plus. The whole family has had great fun with this system.,0 people found this helpful
Classy1too,5.0 out of 5 stars,Perfect birthday gift,the United States ,June 26 2019,Verified Purchase,  Made a 12 yo extremely happy,0 people found this helpful
David J.,5.0 out of 5 stars,Ps4,the United States ,November 22 2019,Verified Purchase,  I'm a huge playstation fan and i love my ps4.,0 people found this helpful
Paula ,1.0 out of 5 stars,Muy malo!,the United States ,November 7 2019,Verified Purchase,"  Saludos, este producto me salió muy malo. Recientemente lo saque de aduana y solo funciono una vez. Me pregunto es desechable ? Porque no puedo creer tanto tiempo y dinero invertido echados a la basura. Hay alguna garantía para esto?... porque de lo contrario NO LO RECOMIENDO.",0 people found this helpful
JH,5.0 out of 5 stars,Hours of Fun,the United States ,December 28 2018,Verified Purchase,  As advertised; delivered timely; kids are enjoying their PS4. Had to pry them away after 4 consecutive hours of screen time. Easy to set up out of the box.,0 people found this helpful
MRIII,5.0 out of 5 stars,"Grounded!!! Do not past go, Do not collect 200$",the United States ,February 9 2019,Verified Purchase,  My nephew loves this thing. Can’t get him off of it. LBVS,0 people found this helpful
jeffery d dalton,5.0 out of 5 stars,Great buy,the United States ,July 1 2019,Verified Purchase,  It's was very nice and slim,0 people found this helpful
Ian,5.0 out of 5 stars,Nice system.,the United States ,June 1 2019,Verified Purchase,"  It's really nice, isn't heavy at all and the available space saves you money so you don't need a external unless you install huge games.",0 people found this helpful
Hugo C.,5.0 out of 5 stars,Very satisfied with this PS4,the United States ,September 19 2019,Verified Purchase,  Product is as described and has worked very will since I received it.,0 people found this helpful
marie,1.0 out of 5 stars,Product doesn’t last a month,the United States ,March 19 2020,Verified Purchase,  What a piece of junk for the amount spent the product should work. The controller doesn’t work after one month. Don’t waste your money. It’s trash buying through here.,0 people found this helpful
Mark F.,5.0 out of 5 stars,Go buy one,the United States ,June 12 2019,Verified Purchase,  Wish I had more time to play.,0 people found this helpful
steven gates,5.0 out of 5 stars,Great Deal,the United States ,October 7 2019,Verified Purchase,  Exactly as described!,0 people found this helpful
Hector montano,5.0 out of 5 stars,Best system !!,the United States ,May 15 2020,Verified Purchase,  Love my PS4 !! Would buy again works amazing best gaming system,0 people found this helpful
Sara ,5.0 out of 5 stars,Nice,the United States ,July 3 2019,Verified Purchase,  Worth it. Especially for the space,0 people found this helpful
Taylor,1.0 out of 5 stars,Broke after a month supposedly was brand new,the United States ,November 21 2020,Verified Purchase,  Bought ps4 from here and ended up needing to have it repaired a little over a month after purchasing conveniently right out the return window. I would not recommend buying from here.,0 people found this helpful
B. J. Ladda,5.0 out of 5 stars,Easy to set up,the United States ,January 14 2019,Verified Purchase,  I bought  the play station 4 for my grandkids. They love it.,0 people found this helpful
Rad Customer,5.0 out of 5 stars,Happy customer,the United States ,August 5 2020,Verified Purchase,"  Came in excellent shape as if it were brand new. No surprises, it operates as expected, excellent condition, couldn't ask for more, incredible price and value.",0 people found this helpful
Jean cooper,5.0 out of 5 stars,... grandson opened this for Christmas and he is in love with it,the United States ,December 26 2017,Verified Purchase,  My grandson opened this for Christmas and he is in love with it!  Hasn’t stopped playing his games. Added plus you can get Netflix through the system. Highly recommend.,One person found this helpful
Mario Osvaldo Madsen,5.0 out of 5 stars,Perfect,the United States ,August 27 2019,Verified Purchase,  Is perfect,0 people found this helpful
Kniyha,5.0 out of 5 stars,Bought it for my childhood best friend.,the United States ,May 19 2020,Verified Purchase,  My friend loves it! He said it came in perfect condition and works beautifully.,0 people found this helpful
