name,score,title,place,date,verified purch,text,upvotes,language
David W.,5,Worth the Price,the United States ,20191213,True,"  I preferred to pass on the ""all digital"" version with no disk drive because I had many Xbox 360 games I still enjoyed.  For the price, the Xbox One S was very much worth the price.  My Xbox 360 is gone now but considering the many years I got out of it, I'm very confident that my new Xbox One S is equally built to last.",0,english
V Money,5,Excellent entertainment hub,the United States ,20190612,True,"  Funny thing is the greatest part about this piece of hardware is the software associated with it, from the xBox itself and from the Amazon Alexa integration. Set up a skill on Alexa to control your xBox and you’ll never look back.",0,english
D,1,"Box was tampered with, will return",the United States ,20190207,True,"  The box had 2 sets of stickers, which means it was opened and another sticker was put on. I requested a new Xbox and that wasn’t new so I returned it.",3,english
Brent H.,5,Brand new at a good price.,the United States ,20190402,True,"  What can I say. The Xbox One S is an awesome console. It came Brand New unopened. But one thing, you will need the internet hooked in to it for it to work. It's needs a update immediately out of the box. Thanks",0,english
Mallory,5,... with the 'red-ring-of-death' to the Xbox One but I'm glad I did,the United States ,20180618,True,  Took a bold move to go from a 360 with the 'red-ring-of-death' to the Xbox One but I'm glad I did!,3,english
teresa,5,Brand New and affordable!,the United States ,20200217,True,"  I had seen reviews that said this was a used device etc. and the discontinued threw me off as well, I took the chance and am thankful I did, as it is a brand new unit and was quite affordable!  Very pleased",0,english
Mordekhai,1,Used was not new.......,the United States ,20191127,True,  Device box was delivered with all seals broken.  The free month for the game pass was not included.  It appears to be refurbished and was not new.  Very disappointed.,0,english
jjesjr,5,"Lightning speed,zuloo",the United States ,20200816,True,  Someone before I bought it took the game passes out. Evidence is my mangled box.Other than that it kicks &_##.Awesome system I'm gonna hate returning it.,0,english
James Cormack,5,Obviously 5 stars,the United States ,20190402,True,"  It's my second XBOX One S, bought a second so I could have one upstairs and one downstairs. The price was great on the 1TB so had to go for it. Best console ever made, buy the best ditch the rest :)",0,english
Amazon Customer,5,Arrived early and came with a free month of Xbox ...,the United States ,20180307,True,  Arrived early and came with a free month of Xbox live. Also was the gears of war addition so I got a free game on top of it.,4,english
Karen R.,1,"Description is wrong, no games are included",the United States ,20190919,True,"  The description said that it came with Madden NFL 20 digital code, Full game download of Anthem Legion of Dawn Edition, 1-month of EA Access, 1-month trial of Xbox Game Pass (new subscribers only) and 1-month trial of Xbox Live Gold.  It does not.  I bought this xbox because it was supposed to come with games so returned the otherwise fine xbox.",0,english
Mason,5,Great value great shipping great product!,the United States ,20181020,True,  Shipping was SUPER quick. Way faster than what was expected. Product came in one whole piece brand new. Everything appears to be operating maximally. Brand new. Great price. Would recommend and buy again!’,1,english
Christina,5,All in all great product. Used. Pricey but go try and find a new system you cant.,the United States ,20200812,True,  It is used.  Also had some games pre loaded. Should be advertised as used the proce is a bit high for a used system but. All in all. great product. Timely shipping. And its basically new. No scuffs or markings. My system was in spainish. So had to change that. But I'd reccomend this to anyone.  Thoe the price is a bit high. Granted there isnt many places to buy a system since covid. Everyone is out of new ones so the proce is probably reflective upon that. Thanks again nikki,0,english
Amazon Customer,5,Go Amazon... Xbox received and appreciated,the United States ,20200817,True,"  I love being able to order something and not having to worry it won't show or won't be as described. Received Xbox. On time, as described... perfect",0,english
James vargas,1,Black screen,the United States ,20191115,True,  If i could give it zero i would just like everyone else is stating i bought this for my girlfriend as a gift for our anniversary the item was missing left at the wrong door after finally getting it to me she was able to play it for about 2 weeks and she gets the black screen of death she contacts xbox about it and they tell her her system is broken it cant even be deleted or updated to try and fix it so wer returning and buying in-store i suggest you do the same,0,english
Mary G,5,Love it.,the United States ,20171116,True,  Great product.  Great value.,5,english
OkieGamer1313,5,It's pretty - it's petite - it's oh so sweet!,the United States ,20200106,True,"  It's more compact than the original Xbox One - smaller footprint and lighter weight. I think the sound quality is better, too. I had planned to get the next generation, but now I think I will get it for my husband.",0,english
Jonathan Osmolak,1,CAME IN OPEN BOX - WRONG POWER CORD,the United States ,20190829,True,  Xbox works fine. I gave this 1 star because when the Xbox arrived the box to it was open already. Then after pulling everything out of the box I come to realize then sent the wrong power cord. (Looked like it belonged to a PS4). After ordering a new power cord xbox works and runs fine and was a great deal.,1,english
Ryan,1,Opened Box + Missing items,the United States ,20200331,True,"  I wish I read the reviews instead of just assuming a high star rating was good. Box came OPENED, from the bottom even, and the Xbox live free credit was taken out. Who knows what the warranty looks on this. I hope you’re reading this and making a decision wisely.",1,english
Tyler,1,Terrible.,the United States ,20190131,True,  Crashes and feeezes a lot. No audio out the controller. Can it connect mic. Absolute garbage console.,1,english
Matthew Spahn,5,Just what they wanted...,the United States ,20190412,True,  Bought this as a gift and this was exactly what they wanted!This Xbox has got a great design and was a great price.*YOU WILL NEED INTERNET TO SET UP!,1,english
Amy Dawn Ellis,5,Thank you,the United States ,20190408,True,  I don't get why it was discontinued it works great,1,english
Jessica,1,Junk,the United States ,20200608,True,"  Hard Drive went out in this last night. Cant contact seller, amazon was no help. Cant get microsoft on the phone. 300 dollar paperweight at this point. So disappointed with everyone at this point. Item not even a year old.",1,english
Carlos Cortez,5,Amazing upgrade from the Original Xbox One!,the United States ,20190424,True,"  I am loving everything about the One S. It blends in well with my rather small media setup, is slightly faster than my previous Xbox, has more storage, and was at a more affordable price range! I have SEVERAL complaints about the seller labeling this as ""New"", even though the tape had been opened, the vertical stand was nowhere to be seen, and the codes for Live Gold and Game Pass were missing. But, this had nothing to do with the product, leaving it at 5 Stars.",0,english
The Quintessential Man,5,"It's great, it's an X-box",the United States ,20200214,True,"  Got this to give as a gift, what else needs to be said, it's an X-box. It was shipped quickly and received it in perfect condition.",0,english
Deborah ,5,Fresh,the United States ,20190606,True,  My son loves it! Works well no problems. Really nice & sleek looking. The white color really makes it look fresh. Would definitely recommend,0,english
Mr.DavisMusic,5,It was brand new,the United States ,20190211,True,  Was a little hesitant with some of the reviews but I am happy to say this was a brand new Xbox in factory boxing. Works well and I have had no issues. Great deal!,1,english
Jay Cooley,5,Good value.,the United States ,20180728,True,"  Bought the warehouse deal and not sorry. Arrived in the retail box, neat and clean with all accessories. Transferred all data from old one with external drive. Looks essentially brand new. Operates much quicker than the original Xbox One.",1,english
Erin Togerson,5,As expected,the United States ,20190723,True,"  Came as ordered, very quickly! Even came with a few extras (some kind of trial pass, some downloads). Step son was happy with it.",0,english
dallas,1,Listed new. ARE USED,the United States ,20190407,True,  Got a used xbox. Hair all over and stickers ripped from box. You can get a better USED price for local listing. Buyer beware!!,1,english
RUSHDI T AL HAKIM,5,Great!!,the United States ,20180720,True,  Great!!,2,english
Matt,5,Most Versatile Gaming System Made,the United States ,20190702,True,  Works great to control your entertainment system. Just add the Xbox remote control instead of the gaming controller and a IR repeater. I use it more for streaming and watching movies than gaming. It can also be connected to Alexa for voice control.,0,english
Quietstorm80,5,XBOX OVER PLAYSTATION ANY DAY.,the United States ,20190729,True,"  I already own an Xbox but had it packed for an impending move. When the move got delayed and I couldn’t find my existing one in the sea of boxes, I just decided to buy this one to keep me busy. Love Xbox.",0,english
Teddii Pugsly,1,Buy elsewhere,the United States ,20190717,True,  Nothing but problems. Xbox over heating. Turning off and not working. Controller already broken. Second Xbox from Amazon in 6 months and both are trash. Fighting for a replacement. Tired of rebuying garbage.,0,english
Conner Marchetti,3,Not sure why it was discontinued.....,the United States ,20190119,True,"  Been having problems lately... xbox is acting funny, controller randomly disconnects at times. Not sure if I bought a actual Xbox One  S or a broken version of it and that's why it's discontinued.",0,english
Rachel Peterson,1,GARBAGE & AWFUL CUSTOMER SUPPORT,the United States ,20200319,True,  I purchased the xbox one s and it worked for about a month. the systems software crashed. I messaged them about a return/refund and never heard back. DO NOT PURCHASE FROM Blizzard LLC.!!! 0/10... If I could've voted 0 stars I would've.,1,english
slbroug74,5,Good surprise at Christmas,the United States ,20200106,True,"  This was a Christmas gift. The box was resealed, which is suspicious, as it was not listed as refurbished. Fortunately, the unit worked like it was new. My son is very happy",0,english
Marquez M.,5,Love it,the United States ,20190728,True,  This was the second Xbox one I brought and this a version is so much better and connects to all my previous owned games and controllers easily and internet works much better in this version,0,english
Shanti Reed,4,I’m happy with my purchase//has some false advertising (pertaining to storage).,the United States ,20210126,True,"  There were some small holes on the box. The item promotes that it has 1tb storage, while mine that i received only has 750GB storage. Other than that, everything is working great! All parts of the product were packaged securely. The console is fast. No missing or broken parts. I also received it today, days before its scheduled arrival.",0,english
C Kole Peterson,5,Good performance,the United States ,20191026,True,"  Good price, works great, good performance. Backwards compatible with many games, but not all.",0,english
Adrian,5,Received what seller offered,the United States ,20200116,True,"  It's what you expect from a Microsoft product, for me there was a significant difference in the performance of the console since I had the Day One Xbox One (many years ago). So console performs well, loading screens time do decrease and 4k is great in modern games, also far render in backgrounds feels  good. Installation time for Disk is a lot faster.",0,english
johnitta m bland,1,BAD CONTROLLER,the United States ,20200621,True,  Received game in good condition. But controller not working correctly even after changing batteries. This was a Father's Day gift and he was not able to play. Not happy at all. Will not purchase from this seller again.,0,english
Nicole,4,Great,the United States ,20200325,True,"  I was very exited when it arrived. It said it was suppose to come in 1-2 weeks but came in 3 days which is awesome, but the console has only 700GB and its suppose to have 1tb.",1,english
Brittney Westbrook,2,No power brick,the United States ,20190427,True,"  It didn't come with a power brick? Are you serious? So I cant even use it until i pay even more money for a power brick. It comes with ""everything you need"", yeah right.",1,english
mark,3,Broken Controller,the United States ,20191114,True,"  Xbox was fantastic until I was playing and the controllers joystick just broke! Tried to just replace the controller and it seems all I can do is return it, not too happy.",1,english
Rachel Dennison,4,Controller,the United States ,20181004,True,"  The xbox is working great (though a little slow), but the controller that came with it is not working well. It constantly disconnects and I have to take the batteries out to reconnect. I will be in the middle of a game and all of a sudden the screen will say "" reconnect controller."" I talked to the provided tech support and they were no help. Overall I am happy but I am going to have to invest in another controller.",0,english
Mireya,1,Laggy,the United States ,20200419,True,"  The amazon box it arrived in was soaked, I’m not sure if it’s the console its self or the fact that my package was left it the pouring rain even though I have a covered porch but it runs really slow and lags a lot. My WiFi is over 400 mbps so it’s not my connection that makes it lag.",0,english
Marco Gonzalez,5,Great.,the United States ,20190618,True,  Bueno.,1,spanish
Janee C.,1,Buyer beware!!! Stopped working the 2nd day,the United States ,20190729,True,  This stopped working after 1 day of use. Keeps showing a startup error. Called Microsoft to help us and they advised we have to buy a new Xbox because of all of the error codes this system was giving us.,1,english
Russell R. Davis,4,Fan loudness.,the United States ,20190507,True,"  There's not too much of negative things about this Xbox one s, the only fall back I see is that the fan is much louder then my original Xbox one. The controller does seem to be faster responding on fighting games and online that's load a bit faster.",0,english
Steven W.,5,It's a gaming device?! What else is there beautiful in every way,the United States ,20191001,True,"  Mind my room, but beautiful buy.. Used to have the original Xbox One model traded it for a ps4 and ended up selling that and been meaning to get an upgrade, so got this :) not disappointed came in a few short hours, runs beautifully and quick, is the 1TB model as shown would recommend to anyone!",0,english
Trent,5,Good buy,the United States ,20180706,True,  Good buy,2,english
Amazon Customer,1,"Buy from Microsoft, instead of this company",the United States ,20200513,True,  Everything was ok. But the disc reader wasn't working. Tried to contact the company for them to fix or do right with product. But no response to my email. Poor customer service,1,english
Joe Dawson,5,Solid purchase,the United States ,20190505,True,  It was exactly what it should have been for a better than usual price. Shipped fine.,1,english
Ron,4,The box looked to be used.,the United States ,20180125,True,  The box looked to be used. The Xbox seemed to be new so It didn't bother me as much that the box looked used,3,english
Matthew Davis,5,"Prompt, accurate, and brand new as advertised",the United States ,20190409,True,"  I loved that I could hardly tell that the product wasn't from Amazon or XBox themselves. The shipping was great, the product was almost exactly brand new, and worked perfectly. Very happy with this purchase. Unbeatable prices, too!",1,english
Stephen,5,Awesome Move,the United States ,20200821,True,  I got this right before quarantine. Best decision of my life.,0,english
Joe lindsay,5,Five Stars,the United States ,20180521,True,  Yes my kids really enjoy this game 1tb is definitely enough space for there games,3,english
Ian,5,A good Xbox,the United States ,20190728,True,"  It works really well, the only issue I have is the controller I got with it likes to disconnect itself and I have to reconnect the battery pack and turn it back on. Otherwise the Xbox itself hasn't given me much trouble.",0,english
Deborah A Legge,5,Finally got one.,the United States ,20200217,True,"  Purchased the Xbox One S because my son and grandson have one and now I can join in with them on the fun.  Delivery was suppose to be Sunday 9 p.m., but it arrived Sunday at 10.34 a.m.  Spent all day rearranging my area to have everything within reach.  Love it.",0,english
Tim Hobson,5,Good deal,the United States ,20190816,True,"  I’m very happy with my purchase, I Cantel it’s not new everything works great",0,english
Elaina Elliott,5,Fantastic,the United States ,20200825,True,"  Ookay, so I bought this for my boyfriend for his birthday as the major surprise. Needless to say, he absolutely LOVED it! I also got him a few games and my sister's fiancé even gave him a game! Now he plays it constantly and it makes me incredibly happy to see him enjoying video games again!",0,english
Ray,5,Nice,the United States ,20200621,True,  Just as described. Everything was brand new and never opened. I was very satisfied with my purchase.,0,english
Emilio,5,Es perfecta recomendada,the United States ,20200111,True,  Es la mejor todo perfecto  comple xon todo perfecta manejabilidad,0,spanish
Austin Forbes,2,Broke Controller,the United States ,20190731,True,"  Unit seems to work well, but the controller buttons are not working properly. Every time I press down, B, or X buttons it reacts like I have pressed them twice. Messaged seller and have not received a response.",1,english
Vanessa Emmons,5,Works Amazingly,the United States ,20190428,True,  Great console! Came with all the cords and things needed to be set up. Had it for a week now and it is working great.,0,english
annie carpenter,5,Would recommend,the United States ,20180617,True,  The Xbox is in perfect condition and has just as much storage as promised!,3,english
Jeremy DeWitt Robertson,1,Defective upon arrival,the United States ,20200913,True,"  System arrived on time, but the system began making loud clicking sounds from the hard drive. My system that was sent to me was deemed faulty by microsoft when I did an online chat. I doubt very seriously the console quality is good anymore for xbox or playstation. Very disappointed and even without a job, 400 dollars is too much.",0,english
Coffin Closet,5,As described,the United States ,20191106,True,"  Good condition,  works great 6 months later",0,english
Amber,5,"Great price, very sleek design.",the United States ,20190428,True,"  Love the look, 1st time user for this type of console and its great addition to my gaming collection.",0,english
Bruce L.,5,As advertized,the United States ,20190605,True,  Came in 2 days. new out of box. Works great. no problems so far.,0,english
John Blink,3,Not user friendly,the United States ,20190711,True,  Maybe consider Playstation Xbox 1 is a pain in the A$$,0,english
Tyson Brant Sr,5,Very good,the United States ,20190906,True,  XBOX ONE S works just fine a good purchase,0,english
Mrs. G,5,"Great product, very happy",the United States ,20190820,True,"  Works great, no problems, my son is loving it!",0,english
Dan,5,Worth every dollar,the United States ,20190228,True,  Had the first version of an Xbox one was ok until overtime it broke. These are more reliable. Save the extra $$$ and buy these you won't regret it,0,english
Michael,5,Love how clean it is,the United States ,20190526,True,  It is literally brand new everything comes with it. There are no problems and it works good sorry for the people who got bad ones but it is like a 85% chance you get one new or in good condition,1,english
Carlye Speer,5,Great Customer Service and Console,the United States ,20191203,True,  Great console and customer service. The headphone jack on my controller happened to be faulty and Microsoft sent me a new controller for free and even sent me a limited edition styled one! Great service!,0,english
Connie Bedwell,5,Works fine,the United States ,20190403,True,  So my grandsons can play with me and their friends while staying at my house,0,english
michael freda,5,works great worth the money,the United States ,20200201,True,  great gaming system ... quick delivery,0,english
Em,5,Great gaming console,the United States ,20190615,True,"  I was really nervous after reading reviews that said they got a used Xbox. Mine came in perfectly new condition even though the box looked banged around a bit. Xbox works well, no controller issues either. I’m happy with my purchase.",1,english
Jeffrey Bailey,5,Great deal,the United States ,20190718,True,  brand new in the box brand new in the box,1,english
AmyMomofFive,5,Product as described.,the United States ,20191102,True,  Product was as described. Everything was as I expected it. New. Have had it a few months and still working perfectly after daily use.,0,english
Gerald Addison,5,GREAT MODEL,the United States ,20190726,True,  WORKS LIKE IT SHOULD AND ARRIVED ON TIME.,0,english
Bryan,5,It is what it is,the United States ,20200213,True,  It’s an Xbox of course it’s good,0,english
Anita Schoeman,5,Thanks,the United States ,20200208,True,  Perfect,1,english
Lauren,5,Love it !,the United States ,20201020,True,  Wow came in great condition!! Brand new controller too !  It also came CrAzY FAST!!!Thank you guys !!Game time here I come !!!,1,english
J. Bullis,5,Great,the United States ,20190920,True,"  Came new, and in good condition, no complaints.",0,english
M R Art,5,Thank you,the United States ,20200713,True,  Just wanted I wanted and fast shipping.,0,english
Erin werth,3,Disc Drive doesn’t Work,the United States ,20190822,True,"  Disc drive doesn’t work and it says it comes with a Xbox Live pass but it didn’t. Was a gift and now I feel ridiculous. Also, bought some games that I can’t play that I can’t return.",1,english
ScholDaddy,2,Love Xbox - just not this one...,the United States ,20190223,True,  Unfortunately I had to return this one because the disc drive did not work. Bummer.,0,english
J. Warner,5,it's an xbox... what else can I say?,the United States ,20190718,True,  it's an xbox... what else can I say?,0,english
Katie Nicole Carroll,5,Product review,the United States ,20190225,True,"  It works perfectly. I was honestly surprised but this product is very satisfying! No quirks, no problems, nothing. I love it!!",0,english
Amazon Customer,1,VERY DISAPPOINTED!!!,the United States ,20200818,True,"  Spend over $300 for an item that doesn't allow the user access to their account. Seller says it's a Microsoft issue, not their problem. Don't waste your time or money. Learn from my lesson.",0,english
Janio Suppini,1,Not a new product -- factory seals are broken.,the United States ,20190518,True,"  The product I recieved had the factory seals broken, meaning the unit was not a new product. I returned it, got a replacement, and the replacement unit had the factory seal popped, too. This is not a new unit.",1,english
Michael Gilmore,1,FALSE ADVERTISING DO NOT BUY,the United States ,20200331,True,"  DO NOT BUY FROM HERE: False advertising. I just got shipped an xbox one S all digital, not the xbox one s with a disc slit pictured and described here.",1,english
Barabajagal,4,Works like it should.,the United States ,20200226,True,  No battery for controller but runs fine. Either movies or games it's on constantly. Fairly high price for refurb but was in range what I had so bought it.,0,english
Juan ,3,It’s straight but you might will most likely get a returned Xbox cuh,the United States ,20191208,True,"  Work good but comes used, I read to previous comments and thought it was an exaggeration but no. I should get some money back because I paid for a NEW Xbox but it’s whatever at this point. It’s straight just that you might get someone else’s return ",0,english
STL USA,5,perfect for me needs,the United States ,20190819,True,  cant tell the difference from the xbox x,0,english
Paintcanwolf,5,Bargain 4k gaming,the United States ,20190226,True,  I've always been an xbox fanboy. Nice cheap replacement for my old xbone.,0,english
confused,5,Five Stars,the United States ,20180731,True,  working well!,1,english
G,5,Just as described works perfectly!,the United States ,20190223,True,  I recently got one as a Christmas gift for my younger brother and everything worked perfectly right out of the box!I wouldn't hesitate to buy another one if needed.,0,english
T-Math,5,Xbox is the best,the United States ,20191014,True,"  I love my xbox! The 1 terabyte hard drive lets me have all of my games in one place and by sharing my xbox live account with my friend, we can split the costs of games.",0,english
Amber Bourg,5,Great deal,the United States ,20200302,True,  Beautiful xbox,0,english
eric bazinaw,5,Great entertainment,the United States ,20191102,True,  Great entertainment,0,english
Phil,5,Everything,the United States ,20190802,True,  This is hands down thr best entertainment counsol I have ever owned. Literally has replaced my ps4 because of the game pass. For 14. 99 a month I have unlimited games to play and live. Plus with the terabyte hard rive storage is no issue.,0,english
Audra,5,Great product!,the United States ,20181221,True,  This unit was as described! Fast shipping! Very happy with the purchase.,0,english
Mathew,4,Good buy.,the United States ,20190630,True,"  The Xbox One line of consoles seems to have a lot of hiccups, and although a great choice... I’m kinda disappointed for this to be the succession of the Xbox 360.Received in perfect condition.",0,english
Amazon Customer,5,Great Game System,the United States ,20200111,True,  Came in when expected. Box was in excellent condition and the Xbox itself works as expected.,0,english
Carlos A.,1,Faulty system,the United States ,20200911,True,  At first I thought okay maybe it will work better with a rechargeable battery pack.Then I bought a brand new controller and still have the same problem.  The xbox keeps disconnecting from the controllers and the wireless headset.  Sold me a damaged xbox.,0,english
Bigdaddy88,5,Works great,the United States ,20190427,True,  Xbox One S 1TB really fast shipping Xbox One box was opened this is not a brand new system seems brand new no scratches no scuffs operates as it should no complaints here great price thank you had for about 2 weeks now,0,english
Tory,1,USED,the United States ,20190801,True,  Used. Product description failed to mention that.,2,english
Jacob Davis,3,Controller defective.,the United States ,20190803,True,  Controller is defective and the A button only registers a click 2 out of 3 times and have to keep clicking it to work. Made sure there was a clear path to the Xbox and other controller I bought doesn't have this issue. Other than that good Xbox one!,0,english
Heather Ring,5,Just what my son was looking for,the United States ,20190822,True,"  He'd been looking for a replacement when his original x-box died. So happy to find one of the same style with the hard drive. Really fast shipping, too.",0,english
teresa,4,As advertised,the United States ,20181212,True,  Working good so far was Christmas gift but gave in and already gave it,0,english
Lee Britt,5,Great product,the United States ,20200519,True,  Works great. Arrived on time. Saved our lives during quarantine. Lol,0,english
Liz Carrol,5,Happy Mom! Happy Son!,the United States ,20191125,True,  I was very pleased to get a good deal on this system even though it wasnt the 2 remotes I really wanted but my budget said get this one and 2 days later it was here! No damage to the box so I believe my son will be a happy 8 year old on Christmas! He deserves it for being a straight A student!,0,english
Michael Gendek,5,Family entertainment center,the United States ,20200506,True,  Refurbished is awesome,0,english
Jeffrey,5,It works great,the United States ,20190714,True,  No issues works outa the box,1,english
FDeacy Family,5,"Gift for kids, they love!",the United States ,20190823,True,"  Gift for kids, they love!",0,english
ANDY GARCIA,5,Good,the United States ,20190908,True,  Good,0,english
Michael Estep,5,Great Price,the United States ,20190423,True,  This was a great price and value,0,english
Sabrina Parker,1,Y'all so wrong,the United States ,20200103,True,  It wasn't even the described item! Totally different color and everything!! I sent it back the next day.,1,english
Amazon Customer,4,Access code,the United States ,20180912,True,"  The old one grand kids could turn it on and play games and be able to play and not be able to access account. The new one you have to lock it down and use code to start to play and and access acount, would prefer the old way to be able to play and keep account locked. Other than that it works great, just have to keep it for myself and they use the old one, which is good for me.",0,english
Randy M.,5,Works as it should,the United States ,20190819,True,  Works as it should,0,english
PapaDoc,5,lower price did not mean low quality,the United States ,20200105,True,  works great and no problems with set up! very glad about this purchase!,0,english
KueenFam,5,"Pay attention to delivery, watch for thief",the United States ,20190718,True,  came in good condition. Just advise paying extra attention to the delivery for it. Seems some people might be able to tell what it is from the outside,0,english
MELISSAFRIZZLEFROG,5,Awesome!!!,the United States ,20181230,True,"  I love they shipped it to me 2 days after ordering,My son loves it no problems at all.He switched from Xbox one to this.. Xbox one S.I recommend it for the price:)",0,english
Che,5,"Great buy, will do business in future",the United States ,20190329,True,"  My daughter enjoys her system, thank you, it was exactly what was described...",0,english
Douglas Greene,4,Opened but still new,the United States ,20190523,True,"  Product has been opened but the Xbox, controller and hardware are all brand new or at least work like they are! Definitely satisfied with this purchase!",1,english
Elisha B.,5,Good,the United States ,20190612,True,"  Great job it showed up a day early and has worked fine, I have owned it for about 4 months now, and I havent had any issues at all.",1,english
piddy,5,Worked well,the United States ,20200112,True,  Son loved.,0,english
Rob,5,Awesome Product & Service,the United States ,20190303,True,  I am extremely pleased with my order. It is exactly what it's advertised to be. I received it very quick. I couldn't be happier with this purchase.,1,english
Christen Tyree,5,Good,the United States ,20190803,True,  Good,0,english
mike,5,Perfect,the United States ,20190320,True,  Item came brand new in original packaging kids loved them of course,0,english
Aaron G. Amos,5,Xbox 1s 1Tb good holdover to Xbox2,the United States ,20190829,True,  Every thing was as advertised. Has been a good system lots of memory. After using an X for a while now using this S you can see it is a lil slower but still fun system,0,english
allison,5,Great deal on a good product,the United States ,20190622,True,  Works great,0,english
Lauren Chambers,5,Xbox One,the United States ,20191009,True,"  Arrived on time and works fantastically, Thanks so much!",0,english
Tyler,3,Won't play region A blurays,the United States ,20190421,True,  Won't play region A blurays,0,english
cindy,1,Not worth it,the United States ,20190517,True,  Got Wednesday and still cant get going. What a joke. Grandson very disappointed and parents very stressed,0,english
Amazon Customer,1,Pos unit!,the United States ,20181104,True,"  Screen blinks on and off, nightmare to get replaced. Should have bought playstation",2,english
Awoke Clothing Co.,5,XBOX!!!,the United States ,20190509,True,  I love it!,0,english
Jason,5,De best,the United States ,20200201,True,  Thank you so much from michigan to California. Game arrived in perfect condition and operated perfectly. I'm so thrilled tbqh. Got the best price in the nation. Thank you!!!,0,english
WEBWORKS,1,Not worth my while,the United States ,20191118,True,  Was not new and the boxe was dirty and damaged,0,english
Amazon Customer,5,Good price for what it is.,the United States ,20200307,True,  Of your buying this than I don't need to tell you it's worth the money...much faster than the original Xbox one.b,0,english
Carol Davis,5,Great game box,the United States ,20191106,True,  Got this to replace my son's xbox one he loves it ..playes on this game Box all the time works great and showed up on time highly recommended!,0,english
Reads4fun,5,"Discontinued, but Still a Great Gaming Box",the United States ,20190130,True,  No problems with this one and the price was great.,0,english
Samuel Spring,5,Great,the United States ,20190715,True,  Perfect Console,1,english
Amazon Customer,5,Been using for months,the United States ,20190402,True,  Me and my son like it,0,english
Cody E.,5,As advertised,the United States ,20200314,True,  Arrived undamaged and as advertised. No issues hooking up. Everything worked good.,0,english
sajra kajtezovic,5,Recommended,the United States ,20191212,True,  Functional works great,0,english
Amazon Customer,5,Happy,the United States ,20191124,True,  Works great,0,english
Amazon Customer,5,Yep,the United States ,20200421,True,  It's workin,0,english
Hansser D. Familia,4,Don't recommend playing pubg or most titles,the United States ,20190531,True,  Great platform but most games run and look bad compared to an average pc.,0,english
D. A. B.,5,Good,the United States ,20200410,True,"  Item arrived sooner than expected. Well packaged, brand new. Great priced. Really a perfect transaction. Thanks seller!",0,english
sarah pickett,5,WORKS PERFECT,the United States ,20200212,True,  I've had this system for over a year and still working great.,0,english
Bill Parkhurst Jr.,5,good,the United States ,20200905,True,  good update,0,english
Deven Seavey,4,Great product terrible shipping,the United States ,20190722,True,  Brand new xbox never opened and working happy as could be even though the shipping was terrible,0,english
JM,5,Xbox one S,the United States ,20191030,True,  it is what it is... a XBOX One S . !!!,0,english
Amazon Customer,3,Didn’t have 1tb of storage,the United States ,20190604,True,"  The console came in the original box and looked like it had been opened. There were no codes for game pass and Xbox live but that didn’t bother me, my main problem is that the hard drive wasn’t a terabyte and only has around 700 gigabytes on it",1,english
Virginia Harris,5,Great purchase,the United States ,20200114,True,"  Great product, fast shipping, kids love it!",0,english
Robyn Cuneo,5,Perfect,the United States ,20200606,True,  Works great,0,english
Marcus,4,Your standard 1tb Xbox one s.,the United States ,20190525,True,  For 200$ for a 1 TB model for the s is truly awesome. You won't find a better deal anywhere else. I could tell the Xbox box was open before but no damages. Everything works perfectly fine and was brand new.,1,english
Nina,5,Great.,the United States ,20190812,True,  Arrived on time and as expected. No issues and works great!,0,english
jeffreyburns,5,brand new in box,the United States ,20191001,True,  I know some other reviews mentioned used consoles but mine was brand new in the box.  I bought this to mainly watch 4K movies and I am happy with it.,0,english
Luis Arturo Mendez,5,Love it.,the United States ,20200831,True,  This is a great replacement for my original Xbox one,0,english
Michael Kendrick,3,Not bad but not impressive.,the United States ,20190420,True,  It’s fine. And I assume it’s new. But even if it’s new it still has a weird noise when starting it up. Other than that it’s OK. I would assume because this one is discontinued.,0,english
Sandi Hunter,5,Great value!,the United States ,20190702,True,  Just as expected! Great!,0,english
tj,5,Thank you,the United States ,20190614,True,  Love it,0,english
Truckertom ,5,Great,the United States ,20191021,True,  Great,0,english
Adam l.,5,Works perfect!,the United States ,20190302,True,  Worked perfectly couldn’t buy a used xbox for that price!,0,english
Bookaholic,4,Gift,the United States ,20191229,True,  Gift,0,english
Jennifer,5,better than expected,the United States ,20190113,True,"  Definitely works with everything we've gotten for it without adapters, easy to install and use.",0,english
Joshua S,5,Good,the United States ,20200630,True,  Good,0,english
Elizabeth,5,Great,the United States ,20190830,True,  great,0,english
caleb springer,5,Good buy,the United States ,20190502,True,  Would buy again,0,english
Amazon Customer,5,Five Stars,the United States ,20180702,True,  Works great,2,english
Andy Orozco,5,Mine was brand new,the United States ,20190525,True,"  Apparently some of these reviews get used consoles, I understood that risk and ordered anyways. I received a brand new console. Glad I ordered.",1,english
Em,4,Good,the United States ,20190203,True,  I’ve only had the console for a little over a month but it’s held up well. It’s my first console so I’m impressed with it. No problems it even arrived early,0,english
Gail Winch,5,Five Stars,the United States ,20171127,True,  My grandson is enjoying this already as he did not want to wait until Christmas.,7,english
Karemia Daniels,5,My son loves his birthday gift ,the United States ,20190726,True,  Purchased for my son for his birthday  he loves and I appreciate it’s sleek design and light weight... not bulky... taking up space and is aesthetically pleasing...,0,english
